사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2014010100100043,2014년 1월 1일 01시,수요일,대구광역시 북구 칠성동1가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,보행자,남,42세,경상
2014010100100044,2014년 1월 1일 01시,수요일,대구광역시 달서구 두류동,중상사고,0,2,2,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,남,58세,중상
2014010100100078,2014년 1월 1일 02시,수요일,대구광역시 북구 대현동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,승용,남,66세,상해없음
2014010100100079,2014년 1월 1일 02시,수요일,대구광역시 중구 삼덕동1가,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,건조,기타,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,승용,남,62세,중상
2014010100100098,2014년 1월 1일 03시,수요일,대구광역시 중구 삼덕동2가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,보행자,여,23세,경상
2014010100100153,2014년 1월 1일 06시,수요일,대구광역시 동구 효목동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,보행자,여,61세,경상
2014010100100154,2014년 1월 1일 06시,수요일,대구광역시 달성군 현풍면,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,부상신고,,,,
2014010100100196,2014년 1월 1일 09시,수요일,대구광역시 남구 대명동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,여,66세,중상
2014010100100280,2014년 1월 1일 14시,수요일,대구광역시 달서구 용산동,부상신고사고,0,0,0,1,차대차 - 추돌 - 주정차중,기타,건조,맑음,단일로 - 기타,승용,남,69세,부상신고,승용,남,29세,상해없음
2014010100100281,2014년 1월 1일 14시,수요일,대구광역시 북구 읍내동,경상사고,0,0,4,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,승용,남,35세,경상
2014010100100305,2014년 1월 1일 16시,수요일,대구광역시 남구 대명동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,23세,상해없음
