"행정구역","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~9세","2020년_남_10~19세","2020년_남_20~29세","2020년_남_30~39세","2020년_남_40~49세","2020년_남_50~59세","2020년_남_60~69세","2020년_남_70~79세","2020년_남_80~89세","2020년_남_90~99세","2020년_남_100세 이상","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~9세","2020년_여_10~19세","2020년_여_20~29세","2020년_여_30~39세","2020년_여_40~49세","2020년_여_50~59세","2020년_여_60~69세","2020년_여_70~79세","2020년_여_80~89세","2020년_여_90~99세","2020년_여_100세 이상"
"서울특별시 영등포구 (1156000000)","379,480","379,480","25,836","24,278","59,076","69,245","56,438","56,931","47,072","27,380","11,339","1,598","287","187,647","187,647","13,165","12,658","27,760","35,573","29,030","28,914","22,876","12,566","4,582","448","75","191,833","191,833","12,671","11,620","31,316","33,672","27,408","28,017","24,196","14,814","6,757","1,150","212"
"서울특별시 영등포구 영등포본동(1156051500)","21,479","21,479","1,447","1,261","2,852","3,313","3,144","3,651","3,193","1,823","676","105","14","11,019","11,019","729","670","1,538","1,738","1,656","1,905","1,615","855","279","33","1","10,460","10,460","718","591","1,314","1,575","1,488","1,746","1,578","968","397","72","13"
"서울특별시 영등포구 영등포동(1156053500)","28,118","28,118","1,222","878","6,740","6,877","3,527","3,610","3,031","1,527","581","100","25","15,106","15,106","590","481","2,933","3,842","2,093","2,249","1,837","794","249","33","5","13,012","13,012","632","397","3,807","3,035","1,434","1,361","1,194","733","332","67","20"
"서울특별시 영등포구 여의동(1156054000)","34,135","34,135","2,932","2,918","3,870","5,269","5,479","5,174","4,121","2,687","1,448","210","27","16,032","16,032","1,461","1,457","1,790","2,403","2,584","2,511","1,926","1,194","622","80","4","18,103","18,103","1,471","1,461","2,080","2,866","2,895","2,663","2,195","1,493","826","130","23"
"서울특별시 영등포구 당산제1동(1156055000)","20,750","20,750","1,153","984","3,553","4,235","2,925","3,066","2,639","1,462","639","79","15","10,191","10,191","579","488","1,611","2,223","1,518","1,543","1,257","679","266","24","3","10,559","10,559","574","496","1,942","2,012","1,407","1,523","1,382","783","373","55","12"
"서울특별시 영등포구 당산제2동(1156056000)","37,560","37,560","2,806","2,296","7,336","8,213","5,249","4,820","3,775","2,012","882","138","33","17,630","17,630","1,428","1,133","3,036","3,963","2,586","2,310","1,829","942","355","36","12","19,930","19,930","1,378","1,163","4,300","4,250","2,663","2,510","1,946","1,070","527","102","21"
"서울특별시 영등포구 도림동(1156058500)","18,249","18,249","992","952","2,781","3,238","2,735","3,003","2,329","1,490","625","87","17","9,167","9,167","516","507","1,306","1,714","1,458","1,578","1,134","681","243","23","7","9,082","9,082","476","445","1,475","1,524","1,277","1,425","1,195","809","382","64","10"
"서울특별시 영등포구 문래동(1156060500)","33,190","33,190","3,377","2,944","3,849","6,197","5,985","4,193","3,573","2,077","840","129","26","16,266","16,266","1,739","1,521","1,832","2,974","3,019","2,111","1,673","988","352","47","10","16,924","16,924","1,638","1,423","2,017","3,223","2,966","2,082","1,900","1,089","488","82","16"
"서울특별시 영등포구 양평제1동(1156061000)","17,393","17,393","1,220","1,019","2,744","4,316","2,765","2,050","1,686","1,076","439","68","10","8,568","8,568","670","510","1,179","2,248","1,462","1,053","785","484","158","18","1","8,825","8,825","550","509","1,565","2,068","1,303","997","901","592","281","50","9"
"서울특별시 영등포구 양평제2동(1156062000)","22,380","22,380","1,668","1,590","3,686","5,180","3,356","3,056","2,195","1,104","467","71","7","11,117","11,117","850","834","1,687","2,674","1,688","1,593","1,097","488","184","19","3","11,263","11,263","818","756","1,999","2,506","1,668","1,463","1,098","616","283","52","4"
"서울특별시 영등포구 신길제1동(1156063000)","17,469","17,469","599","885","3,392","2,990","2,441","2,554","2,295","1,544","659","89","21","8,877","8,877","299","451","1,674","1,713","1,337","1,337","1,101","666","270","26","3","8,592","8,592","300","434","1,718","1,277","1,104","1,217","1,194","878","389","63","18"
"서울특별시 영등포구 신길제3동(1156065000)","16,896","16,896","1,185","1,143","2,172","2,547","2,491","2,900","2,450","1,417","509","74","8","8,320","8,320","616","593","1,074","1,310","1,284","1,443","1,170","626","183","18","3","8,576","8,576","569","550","1,098","1,237","1,207","1,457","1,280","791","326","56","5"
"서울특별시 영등포구 신길제4동(1156066000)","12,122","12,122","809","830","1,559","1,811","1,873","1,997","1,787","983","404","54","15","6,019","6,019","398","447","819","939","964","997","865","422","151","11","6","6,103","6,103","411","383","740","872","909","1,000","922","561","253","43","9"
"서울특별시 영등포구 신길제5동(1156067000)","11,186","11,186","827","764","1,390","1,635","1,649","1,943","1,673","898","340","50","17","5,420","5,420","409","382","692","865","832","941","757","412","118","8","4","5,766","5,766","418","382","698","770","817","1,002","916","486","222","42","13"
"서울특별시 영등포구 신길제6동(1156068000)","18,071","18,071","1,016","1,107","3,091","2,939","2,484","2,821","2,565","1,385","574","76","13","8,819","8,819","509","645","1,455","1,493","1,264","1,362","1,192","649","230","15","5","9,252","9,252","507","462","1,636","1,446","1,220","1,459","1,373","736","344","61","8"
"서울특별시 영등포구 신길제7동(1156069000)","20,289","20,289","2,102","1,733","2,813","3,488","3,320","3,102","2,144","1,067","452","54","14","10,124","10,124","1,106","946","1,424","1,723","1,670","1,541","1,040","488","169","15","2","10,165","10,165","996","787","1,389","1,765","1,650","1,561","1,104","579","283","39","12"
"서울특별시 영등포구 대림제1동(1156070000)","14,870","14,870","865","897","2,182","1,997","2,130","2,532","2,190","1,460","531","70","16","7,384","7,384","461","503","1,084","1,045","1,138","1,239","1,013","669","217","11","4","7,486","7,486","404","394","1,098","952","992","1,293","1,177","791","314","59","12"
"서울특별시 영등포구 대림제2동(1156071000)","12,409","12,409","456","594","1,896","1,700","1,695","2,199","1,877","1,414","513","59","6","6,098","6,098","236","292","972","924","883","1,071","855","623","230","10","2","6,311","6,311","220","302","924","776","812","1,128","1,022","791","283","49","4"
"서울특별시 영등포구 대림제3동(1156072000)","22,914","22,914","1,160","1,483","3,170","3,300","3,190","4,260","3,549","1,954","760","85","3","11,490","11,490","569","798","1,654","1,782","1,594","2,130","1,730","906","306","21","0","11,424","11,424","591","685","1,516","1,518","1,596","2,130","1,819","1,048","454","64","3"
"서울특별시 동작구 (1159000000)","391,220","391,220","24,564","27,821","66,545","62,096","58,912","58,343","49,162","29,755","11,895","1,814","313","189,152","189,152","12,528","14,308","32,124","31,422","29,511","27,980","22,624","13,332","4,756","476","91","202,068","202,068","12,036","13,513","34,421","30,674","29,401","30,363","26,538","16,423","7,139","1,338","222"
"서울특별시 동작구 노량진제1동(1159051000)","32,052","32,052","1,940","2,003","5,591","5,424","4,352","4,706","4,227","2,469","1,141","169","30","15,976","15,976","982","1,038","2,938","2,924","2,265","2,275","1,970","1,096","433","45","10","16,076","16,076","958","965","2,653","2,500","2,087","2,431","2,257","1,373","708","124","20"
"서울특별시 동작구 노량진제2동(1159052000)","12,669","12,669","342","571","2,342","1,912","1,553","2,150","1,985","1,214","509","79","12","6,497","6,497","179","298","1,217","1,124","854","1,095","932","552","222","20","4","6,172","6,172","163","273","1,125","788","699","1,055","1,053","662","287","59","8"
"서울특별시 동작구 상도제1동(1159053000)","45,139","45,139","2,919","3,203","9,844","6,307","6,569","6,353","5,278","3,103","1,305","219","39","21,823","21,823","1,462","1,649","4,970","3,121","3,257","2,966","2,456","1,373","497","62","10","23,316","23,316","1,457","1,554","4,874","3,186","3,312","3,387","2,822","1,730","808","157","29"
"서울특별시 동작구 상도제2동(1159054000)","27,856","27,856","2,266","1,908","4,299","4,683","4,312","4,121","3,297","1,947","855","139","29","13,390","13,390","1,161","974","2,044","2,279","2,158","1,980","1,537","864","344","40","9","14,466","14,466","1,105","934","2,255","2,404","2,154","2,141","1,760","1,083","511","99","20"
"서울특별시 동작구 상도제3동(1159055000)","25,069","25,069","1,233","1,670","4,228","4,208","3,694","3,875","3,186","2,055","801","105","14","11,974","11,974","630","852","1,955","2,183","1,820","1,845","1,416","934","312","22","5","13,095","13,095","603","818","2,273","2,025","1,874","2,030","1,770","1,121","489","83","9"
"서울특별시 동작구 상도제4동(1159056000)","28,943","28,943","1,684","1,921","4,593","4,842","4,389","4,412","3,798","2,267","907","118","12","14,051","14,051","865","1,038","2,193","2,522","2,220","2,097","1,755","997","324","36","4","14,892","14,892","819","883","2,400","2,320","2,169","2,315","2,043","1,270","583","82","8"
"서울특별시 동작구 흑석동(1159060500)","32,391","32,391","2,369","2,155","5,150","4,555","4,910","5,244","4,019","2,554","1,184","197","54","15,753","15,753","1,208","1,111","2,688","2,253","2,514","2,500","1,870","1,099","446","48","16","16,638","16,638","1,161","1,044","2,462","2,302","2,396","2,744","2,149","1,455","738","149","38"
"서울특별시 동작구 사당제1동(1159062000)","23,071","23,071","836","893","5,256","4,649","2,947","3,090","3,019","1,772","536","66","7","10,950","10,950","426","473","2,266","2,432","1,511","1,404","1,341","829","256","11","1","12,121","12,121","410","420","2,990","2,217","1,436","1,686","1,678","943","280","55","6"
"서울특별시 동작구 사당제2동(1159063000)","27,238","27,238","1,795","1,654","3,681","4,487","4,048","4,191","3,868","2,443","903","135","33","13,112","13,112","925","922","1,757","2,224","1,987","2,000","1,756","1,110","381","36","14","14,126","14,126","870","732","1,924","2,263","2,061","2,191","2,112","1,333","522","99","19"
"서울특별시 동작구 사당제3동(1159064000)","25,012","25,012","2,127","1,635","3,396","4,127","3,827","3,645","3,425","2,044","670","94","22","12,122","12,122","1,083","883","1,586","1,977","1,960","1,724","1,612","963","305","22","7","12,890","12,890","1,044","752","1,810","2,150","1,867","1,921","1,813","1,081","365","72","15"
"서울특별시 동작구 사당제4동(1159065000)","14,421","14,421","742","754","2,520","2,498","2,074","2,101","2,000","1,235","422","69","6","6,899","6,899","394","394","1,165","1,268","1,077","968","880","564","173","16","0","7,522","7,522","348","360","1,355","1,230","997","1,133","1,120","671","249","53","6"
"서울특별시 동작구 사당제5동(1159065100)","14,702","14,702","1,073","993","2,224","2,601","2,337","2,186","1,803","1,017","388","67","13","7,138","7,138","560","508","1,084","1,322","1,164","1,032","838","466","151","12","1","7,564","7,564","513","485","1,140","1,279","1,173","1,154","965","551","237","55","12"
"서울특별시 동작구 대방동(1159066000)","38,795","38,795","2,263","4,222","6,487","5,427","6,626","5,836","4,168","2,504","1,062","176","24","18,458","18,458","1,145","2,050","3,070","2,659","3,202","2,930","1,878","1,067","400","51","6","20,337","20,337","1,118","2,172","3,417","2,768","3,424","2,906","2,290","1,437","662","125","18"
"서울특별시 동작구 신대방제1동(1159067000)","23,660","23,660","1,530","2,525","3,409","3,093","4,025","3,729","2,931","1,652","662","97","7","11,388","11,388","774","1,243","1,637","1,525","1,915","1,864","1,385","759","258","27","1","12,272","12,272","756","1,282","1,772","1,568","2,110","1,865","1,546","893","404","70","6"
"서울특별시 동작구 신대방제2동(1159068000)","20,202","20,202","1,445","1,714","3,525","3,283","3,249","2,704","2,158","1,479","550","84","11","9,621","9,621","734","875","1,554","1,609","1,607","1,300","998","659","254","28","3","10,581","10,581","711","839","1,971","1,674","1,642","1,404","1,160","820","296","56","8"
"서울특별시 관악구 (1162000000)","495,060","495,060","22,372","28,600","109,135","86,781","68,484","68,052","59,243","37,176","13,141","1,753","323","248,339","248,339","11,499","14,641","53,168","47,937","36,558","34,068","27,543","16,983","5,459","415","68","246,721","246,721","10,873","13,959","55,967","38,844","31,926","33,984","31,700","20,193","7,682","1,338","255"
"서울특별시 관악구 보라매동(1162052500)","24,563","24,563","1,207","1,468","4,687","4,068","3,437","3,391","3,323","2,150","722","101","9","12,050","12,050","619","772","2,254","2,207","1,773","1,600","1,532","982","290","20","1","12,513","12,513","588","696","2,433","1,861","1,664","1,791","1,791","1,168","432","81","8"
"서울특별시 관악구 청림동(1162054500)","15,591","15,591","1,297","1,145","1,858","2,616","2,492","2,330","1,993","1,226","533","77","24","7,637","7,637","684","586","988","1,307","1,268","1,143","903","536","197","22","3","7,954","7,954","613","559","870","1,309","1,224","1,187","1,090","690","336","55","21"
"서울특별시 관악구 성현동(1162056500)","30,296","30,296","2,042","2,949","3,998","3,931","5,060","4,805","3,883","2,515","943","140","30","14,631","14,631","1,067","1,548","1,985","1,962","2,514","2,340","1,743","1,080","347","41","4","15,665","15,665","975","1,401","2,013","1,969","2,546","2,465","2,140","1,435","596","99","26"
"서울특별시 관악구 행운동(1162057500)","29,302","29,302","1,197","1,382","7,457","6,042","3,692","3,472","3,170","2,108","667","97","18","14,234","14,234","620","687","3,351","3,216","1,937","1,696","1,457","947","291","26","6","15,068","15,068","577","695","4,106","2,826","1,755","1,776","1,713","1,161","376","71","12"
"서울특별시 관악구 낙성대동(1162058500)","17,013","17,013","690","842","5,548","3,522","2,030","1,662","1,343","960","358","47","11","8,570","8,570","362","403","2,664","1,955","1,076","866","644","442","142","14","2","8,443","8,443","328","439","2,884","1,567","954","796","699","518","216","33","9"
"서울특별시 관악구 청룡동(1162059500)","35,128","35,128","1,281","1,676","11,170","6,736","4,064","3,904","3,316","2,168","697","96","20","16,881","16,881","627","825","4,910","3,578","2,105","1,966","1,534","1,000","300","29","7","18,247","18,247","654","851","6,260","3,158","1,959","1,938","1,782","1,168","397","67","13"
"서울특별시 관악구 은천동(1162060500)","34,023","34,023","2,143","2,652","5,501","5,397","5,278","4,892","4,322","2,751","951","119","17","16,642","16,642","1,139","1,350","2,627","2,797","2,720","2,393","1,947","1,241","404","18","6","17,381","17,381","1,004","1,302","2,874","2,600","2,558","2,499","2,375","1,510","547","101","11"
"서울특별시 관악구 중앙동(1162061500)","15,372","15,372","430","587","4,446","3,013","1,751","1,825","1,695","1,139","431","46","9","7,340","7,340","235","280","1,829","1,644","954","913","785","507","179","13","1","8,032","8,032","195","307","2,617","1,369","797","912","910","632","252","33","8"
"서울특별시 관악구 인헌동(1162062500)","26,154","26,154","1,163","1,584","5,820","4,957","3,612","3,493","2,928","1,849","658","82","8","12,745","12,745","598","826","2,746","2,585","1,821","1,704","1,343","807","287","26","2","13,409","13,409","565","758","3,074","2,372","1,791","1,789","1,585","1,042","371","56","6"
"서울특별시 관악구 남현동(1162063000)","18,395","18,395","1,029","801","3,952","3,719","2,308","2,561","2,248","1,309","405","60","3","8,886","8,886","542","380","1,789","1,973","1,197","1,166","1,012","613","202","12","0","9,509","9,509","487","421","2,163","1,746","1,111","1,395","1,236","696","203","48","3"
"서울특별시 관악구 서원동(1162064500)","22,848","22,848","681","855","6,501","4,567","2,768","2,806","2,519","1,528","562","51","10","11,753","11,753","348","447","3,305","2,662","1,517","1,342","1,156","719","244","12","1","11,095","11,095","333","408","3,196","1,905","1,251","1,464","1,363","809","318","39","9"
"서울특별시 관악구 신원동(1162065500)","18,313","18,313","616","852","4,393","3,267","2,280","2,446","2,233","1,569","563","79","15","9,173","9,173","287","426","2,219","1,873","1,236","1,206","983","707","219","12","5","9,140","9,140","329","426","2,174","1,394","1,044","1,240","1,250","862","344","67","10"
"서울특별시 관악구 서림동(1162066500)","23,839","23,839","828","1,096","5,713","4,734","3,296","3,132","2,787","1,581","575","77","20","13,074","13,074","429","559","3,170","2,911","2,002","1,666","1,326","744","255","10","2","10,765","10,765","399","537","2,543","1,823","1,294","1,466","1,461","837","320","67","18"
"서울특별시 관악구 신사동(1162068500)","22,797","22,797","797","1,154","5,798","3,914","3,010","3,242","2,588","1,642","569","68","15","11,398","11,398","425","625","2,724","2,217","1,557","1,609","1,226","737","261","12","5","11,399","11,399","372","529","3,074","1,697","1,453","1,633","1,362","905","308","56","10"
"서울특별시 관악구 신림동(1162069500)","21,849","21,849","362","480","8,406","5,606","2,485","1,755","1,453","941","301","44","16","11,399","11,399","180","238","4,060","3,226","1,429","985","690","447","134","9","1","10,450","10,450","182","242","4,346","2,380","1,056","770","763","494","167","35","15"
"서울특별시 관악구 난향동(1162071500)","15,799","15,799","1,233","1,432","1,734","1,908","2,971","2,576","2,117","1,303","453","59","13","7,785","7,785","628","725","890","948","1,496","1,297","984","618","176","17","6","8,014","8,014","605","707","844","960","1,475","1,279","1,133","685","277","42","7"
"서울특별시 관악구 조원동(1162072500)","17,558","17,558","666","862","4,091","3,279","2,259","2,398","2,195","1,257","480","63","8","8,874","8,874","330","437","1,862","1,842","1,203","1,269","1,077","619","217","18","0","8,684","8,684","336","425","2,229","1,437","1,056","1,129","1,118","638","263","45","8"
"서울특별시 관악구 대학동(1162073500)","23,669","23,669","729","983","6,186","4,791","3,576","3,190","2,289","1,339","511","63","12","14,293","14,293","373","500","3,703","3,233","2,424","2,000","1,194","611","239","13","3","9,376","9,376","356","483","2,483","1,558","1,152","1,190","1,095","728","272","50","9"
"서울특별시 관악구 삼성동(1162074500)","23,785","23,785","908","1,554","2,907","2,688","3,420","4,240","4,131","2,683","1,046","178","30","11,885","11,885","481","831","1,552","1,524","1,825","2,119","1,914","1,186","403","45","5","11,900","11,900","427","723","1,355","1,164","1,595","2,121","2,217","1,497","643","133","25"
"서울특별시 관악구 미성동(1162076500)","31,206","31,206","1,766","2,326","4,825","4,291","4,742","5,002","4,658","2,627","844","104","21","15,266","15,266","880","1,164","2,382","2,236","2,425","2,396","2,150","1,264","336","26","7","15,940","15,940","886","1,162","2,443","2,055","2,317","2,606","2,508","1,363","508","78","14"
"서울특별시 관악구 난곡동(1162077500)","27,560","27,560","1,307","1,920","4,144","3,735","3,953","4,930","4,052","2,531","872","102","14","13,823","13,823","645","1,032","2,158","2,041","2,079","2,392","1,943","1,176","336","20","1","13,737","13,737","662","888","1,986","1,694","1,874","2,538","2,109","1,355","536","82","13"
"서울특별시 서초구 (1165000000)","425,126","425,126","33,851","45,329","55,091","63,224","77,355","63,197","47,797","27,434","9,787","1,829","232","203,359","203,359","17,490","23,120","26,439","29,140","36,364","31,100","22,041","12,850","4,241","512","62","221,767","221,767","16,361","22,209","28,652","34,084","40,991","32,097","25,756","14,584","5,546","1,317","170"
"서울특별시 서초구 서초1동(1165051000)","20,990","20,990","1,522","1,960","2,830","3,589","3,803","2,997","2,386","1,335","471","94","3","10,088","10,088","799","1,008","1,353","1,642","1,827","1,453","1,126","659","190","30","1","10,902","10,902","723","952","1,477","1,947","1,976","1,544","1,260","676","281","64","2"
"서울특별시 서초구 서초2동(1165052000)","21,503","21,503","1,793","1,907","3,063","4,262","3,855","2,852","2,105","1,203","367","77","19","10,245","10,245","883","1,019","1,369","1,955","1,840","1,425","974","566","185","26","3","11,258","11,258","910","888","1,694","2,307","2,015","1,427","1,131","637","182","51","16"
"서울특별시 서초구 서초3동(1165053000)","31,979","31,979","1,788","2,797","5,256","5,407","5,056","4,895","3,665","2,164","797","137","17","15,588","15,588","940","1,619","2,466","2,572","2,396","2,412","1,723","1,047","367","41","5","16,391","16,391","848","1,178","2,790","2,835","2,660","2,483","1,942","1,117","430","96","12"
"서울특별시 서초구 서초4동(1165053100)","31,470","31,470","2,992","4,227","3,594","3,728","6,398","4,772","3,065","1,860","694","121","19","15,287","15,287","1,578","2,183","1,739","1,600","2,974","2,490","1,443","902","333","39","6","16,183","16,183","1,414","2,044","1,855","2,128","3,424","2,282","1,622","958","361","82","13"
"서울특별시 서초구 잠원동(1165054000)","28,346","28,346","2,173","3,464","3,678","3,851","5,547","4,627","2,847","1,425","592","122","20","13,584","13,584","1,144","1,762","1,767","1,761","2,545","2,320","1,355","646","240","34","10","14,762","14,762","1,029","1,702","1,911","2,090","3,002","2,307","1,492","779","352","88","10"
"서울특별시 서초구 반포본동(1165055000)","11,940","11,940","591","1,896","1,494","891","2,256","2,174","1,260","996","331","38","13","5,635","5,635","312","964","720","400","924","1,104","600","432","165","12","2","6,305","6,305","279","932","774","491","1,332","1,070","660","564","166","26","11"
"서울특별시 서초구 반포1동(1165056000)","32,317","32,317","3,083","3,517","4,232","5,500","6,624","4,119","2,991","1,622","512","98","19","15,599","15,599","1,533","1,811","1,921","2,491","3,327","2,133","1,400","739","215","25","4","16,718","16,718","1,550","1,706","2,311","3,009","3,297","1,986","1,591","883","297","73","15"
"서울특별시 서초구 반포2동(1165057000)","16,076","16,076","1,858","2,771","1,360","1,538","3,721","2,139","1,341","937","323","62","26","7,664","7,664","983","1,353","665","607","1,697","1,150","624","411","151","14","9","8,412","8,412","875","1,418","695","931","2,024","989","717","526","172","48","17"
"서울특별시 서초구 반포3동(1165058000)","22,352","22,352","2,000","2,980","2,495","2,621","4,575","3,489","2,257","1,301","517","103","14","10,591","10,591","1,046","1,517","1,231","1,155","2,049","1,768","1,020","569","207","28","1","11,761","11,761","954","1,463","1,264","1,466","2,526","1,721","1,237","732","310","75","13"
"서울특별시 서초구 반포4동(1165058100)","19,390","19,390","1,688","2,171","2,328","2,649","3,581","2,869","2,334","1,249","418","96","7","9,171","9,171","892","1,131","1,113","1,169","1,625","1,374","1,062","588","183","31","3","10,219","10,219","796","1,040","1,215","1,480","1,956","1,495","1,272","661","235","65","4"
"서울특별시 서초구 방배본동(1165059000)","21,102","21,102","1,509","2,767","2,680","2,428","3,962","3,427","2,279","1,322","616","104","8","9,800","9,800","766","1,296","1,253","1,077","1,755","1,708","1,073","583","257","32","0","11,302","11,302","743","1,471","1,427","1,351","2,207","1,719","1,206","739","359","72","8"
"서울특별시 서초구 방배1동(1165060000)","17,264","17,264","1,180","1,337","2,503","2,970","2,800","2,461","2,128","1,335","459","78","13","8,095","8,095","597","716","1,190","1,346","1,293","1,147","950","619","202","29","6","9,169","9,169","583","621","1,313","1,624","1,507","1,314","1,178","716","257","49","7"
"서울특별시 서초구 방배2동(1165061000)","20,258","20,258","1,181","1,640","2,862","3,178","3,086","3,167","2,859","1,649","527","96","13","9,499","9,499","600","835","1,420","1,475","1,441","1,435","1,253","776","236","27","1","10,759","10,759","581","805","1,442","1,703","1,645","1,732","1,606","873","291","69","12"
"서울특별시 서초구 방배3동(1165062000)","21,311","21,311","1,324","1,996","2,790","2,940","3,224","3,535","3,163","1,636","588","112","3","10,304","10,304","684","1,025","1,457","1,408","1,484","1,652","1,492","814","256","32","0","11,007","11,007","640","971","1,333","1,532","1,740","1,883","1,671","822","332","80","3"
"서울특별시 서초구 방배4동(1165062100)","23,760","23,760","1,672","2,628","3,213","3,625","4,299","3,532","2,406","1,642","646","85","12","10,853","10,853","841","1,197","1,409","1,602","1,925","1,713","1,091","748","306","19","2","12,907","12,907","831","1,431","1,804","2,023","2,374","1,819","1,315","894","340","66","10"
"서울특별시 서초구 양재1동(1165065100)","44,522","44,522","4,037","4,340","5,404","6,768","7,762","6,302","5,625","3,016","1,037","225","6","21,275","21,275","2,087","2,206","2,642","3,239","3,786","2,998","2,466","1,415","387","48","1","23,247","23,247","1,950","2,134","2,762","3,529","3,976","3,304","3,159","1,601","650","177","5"
"서울특별시 서초구 양재2동(1165065200)","22,464","22,464","1,441","1,629","3,373","4,545","3,734","3,342","2,627","1,299","375","91","8","11,272","11,272","791","817","1,709","2,368","1,913","1,644","1,230","619","159","17","5","11,192","11,192","650","812","1,664","2,177","1,821","1,698","1,397","680","216","74","3"
"서울특별시 서초구 내곡동(1165066000)","18,082","18,082","2,019","1,302","1,936","2,734","3,072","2,498","2,459","1,443","517","90","12","8,809","8,809","1,014","661","1,015","1,273","1,563","1,174","1,159","717","202","28","3","9,273","9,273","1,005","641","921","1,461","1,509","1,324","1,300","726","315","62","9"
"서울특별시 강남구 (1168000000)","539,231","539,231","36,766","59,134","73,940","81,838","99,266","80,350","59,423","34,167","11,813","2,238","296","257,999","257,999","19,051","30,859","35,369","37,501","46,145","40,189","27,192","16,123","4,994","519","57","281,232","281,232","17,715","28,275","38,571","44,337","53,121","40,161","32,231","18,044","6,819","1,719","239"
"서울특별시 강남구 신사동(1168051000)","16,663","16,663","957","1,693","2,274","2,383","2,954","2,495","1,788","1,404","609","96","10","7,723","7,723","507","847","1,041","1,052","1,294","1,231","818","611","293","28","1","8,940","8,940","450","846","1,233","1,331","1,660","1,264","970","793","316","68","9"
"서울특별시 강남구 논현1동(1168052100)","23,012","23,012","709","884","4,640","5,814","3,873","2,826","2,309","1,376","488","73","20","10,820","10,820","346","422","2,100","2,773","1,865","1,413","1,012","655","212","19","3","12,192","12,192","363","462","2,540","3,041","2,008","1,413","1,297","721","276","54","17"
"서울특별시 강남구 논현2동(1168053100)","21,739","21,739","1,124","1,316","3,552","4,574","3,825","2,974","2,234","1,544","487","89","20","10,121","10,121","574","686","1,589","2,055","1,840","1,455","952","724","219","21","6","11,618","11,618","550","630","1,963","2,519","1,985","1,519","1,282","820","268","68","14"
"서울특별시 강남구 압구정동(1168054500)","27,270","27,270","2,146","2,819","3,191","3,386","4,880","4,112","3,157","2,436","962","163","18","12,575","12,575","1,025","1,353","1,501","1,448","2,224","2,019","1,382","1,119","459","43","2","14,695","14,695","1,121","1,466","1,690","1,938","2,656","2,093","1,775","1,317","503","120","16"
"서울특별시 강남구 청담동(1168056500)","27,029","27,029","2,164","2,279","3,808","4,437","4,808","3,993","2,999","1,773","615","123","30","12,637","12,637","1,174","1,206","1,723","1,919","2,210","1,869","1,375","844","278","32","7","14,392","14,392","990","1,073","2,085","2,518","2,598","2,124","1,624","929","337","91","23"
"서울특별시 강남구 삼성1동(1168058000)","13,391","13,391","855","1,283","1,911","1,955","2,179","2,166","1,694","970","301","69","8","6,617","6,617","464","740","1,030","912","1,003","1,044","786","474","142","20","2","6,774","6,774","391","543","881","1,043","1,176","1,122","908","496","159","49","6"
"서울특별시 강남구 삼성2동(1168059000)","30,126","30,126","2,422","3,502","3,893","4,974","6,443","4,144","2,453","1,692","506","83","14","14,344","14,344","1,296","1,919","1,847","2,087","2,959","2,114","1,105","758","240","17","2","15,782","15,782","1,126","1,583","2,046","2,887","3,484","2,030","1,348","934","266","66","12"
"서울특별시 강남구 대치1동(1168060000)","24,889","24,889","1,979","5,530","2,468","1,564","6,133","3,811","1,928","1,047","349","66","14","12,523","12,523","1,069","3,120","1,263","610","2,706","2,125","919","531","162","15","3","12,366","12,366","910","2,410","1,205","954","3,427","1,686","1,009","516","187","51","11"
"서울특별시 강남구 대치2동(1168061000)","37,600","37,600","1,967","6,402","4,956","3,272","7,294","6,734","4,161","2,085","598","109","22","19,124","19,124","1,070","3,811","2,689","1,510","3,110","3,522","2,078","1,059","251","22","2","18,476","18,476","897","2,591","2,267","1,762","4,184","3,212","2,083","1,026","347","87","20"
"서울특별시 강남구 대치4동(1168063000)","20,461","20,461","757","2,560","3,433","3,364","4,101","3,219","1,579","1,081","317","42","8","9,647","9,647","388","1,369","1,643","1,505","1,759","1,624","717","483","150","7","2","10,814","10,814","369","1,191","1,790","1,859","2,342","1,595","862","598","167","35","6"
"서울특별시 강남구 역삼1동(1168064000)","35,824","35,824","1,044","1,442","7,545","10,078","6,062","4,236","3,048","1,690","560","94","25","17,338","17,338","531","721","3,210","5,008","3,104","2,230","1,439","808","262","20","5","18,486","18,486","513","721","4,335","5,070","2,958","2,006","1,609","882","298","74","20"
"서울특별시 강남구 역삼2동(1168065000)","36,967","36,967","2,938","5,571","4,684","5,243","8,669","4,846","2,585","1,747","565","98","21","17,320","17,320","1,504","2,657","2,021","2,249","4,008","2,630","1,164","792","263","30","2","19,647","19,647","1,434","2,914","2,663","2,994","4,661","2,216","1,421","955","302","68","19"
"서울특별시 강남구 도곡1동(1168065500)","22,085","22,085","1,766","2,360","2,981","3,227","3,873","3,508","2,564","1,233","473","91","9","10,462","10,462","853","1,097","1,400","1,446","1,848","1,705","1,260","618","201","30","4","11,623","11,623","913","1,263","1,581","1,781","2,025","1,803","1,304","615","272","61","5"
