"행정구역","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~9세","2017년_계_10~19세","2017년_계_20~29세","2017년_계_30~39세","2017년_계_40~49세","2017년_계_50~59세","2017년_계_60~69세","2017년_계_70~79세","2017년_계_80~89세","2017년_계_90~99세","2017년_계_100세 이상","2017년_남_총인구수","2017년_남_연령구간인구수","2017년_남_0~9세","2017년_남_10~19세","2017년_남_20~29세","2017년_남_30~39세","2017년_남_40~49세","2017년_남_50~59세","2017년_남_60~69세","2017년_남_70~79세","2017년_남_80~89세","2017년_남_90~99세","2017년_남_100세 이상","2017년_여_총인구수","2017년_여_연령구간인구수","2017년_여_0~9세","2017년_여_10~19세","2017년_여_20~29세","2017년_여_30~39세","2017년_여_40~49세","2017년_여_50~59세","2017년_여_60~69세","2017년_여_70~79세","2017년_여_80~89세","2017년_여_90~99세","2017년_여_100세 이상"
"서울특별시  (1100000000)","9,857,426","9,857,426","728,462","894,656","1,447,115","1,579,189","1,647,989","1,553,543","1,109,052","635,309","223,113","33,479","5,519","4,830,206","4,830,206","373,353","461,597","720,019","790,867","818,309","759,316","525,418","290,349","81,165","8,485","1,328","5,027,220","5,027,220","355,109","433,059","727,096","788,322","829,680","794,227","583,634","344,960","141,948","24,994","4,191"
"서울특별시 종로구 (1111000000)","154,770","154,770","9,003","12,978","23,907","21,433","25,072","25,857","18,058","12,439","4,922","875","226","75,967","75,967","4,576","6,586","12,163","10,650","12,263","13,125","8,780","5,528","1,920","310","66","78,803","78,803","4,427","6,392","11,744","10,783","12,809","12,732","9,278","6,911","3,002","565","160"
"서울특별시 종로구 청운효자동(1111051500)","13,272","13,272","1,025","1,420","1,696","1,929","2,381","1,992","1,269","1,044","429","70","17","6,254","6,254","542","766","879","871","1,052","963","546","433","170","30","2","7,018","7,018","483","654","817","1,058","1,329","1,029","723","611","259","40","15"
"서울특별시 종로구 사직동(1111053000)","9,441","9,441","716","762","1,115","1,421","1,617","1,501","1,064","770","383","75","17","4,318","4,318","382","366","507","630","725","696","486","336","162","26","2","5,123","5,123","334","396","608","791","892","805","578","434","221","49","15"
"서울특별시 종로구 삼청동(1111054000)","2,907","2,907","149","230","363","405","421","486","394","293","134","25","7","1,360","1,360","76","128","174","181","210","216","190","120","52","12","1","1,547","1,547","73","102","189","224","211","270","204","173","82","13","6"
"서울특별시 종로구 부암동(1111055000)","10,317","10,317","600","1,042","1,411","1,283","1,784","1,703","1,209","841","370","66","8","4,984","4,984","320","549","775","603","809","808","550","386","161","20","3","5,333","5,333","280","493","636","680","975","895","659","455","209","46","5"
"서울특별시 종로구 평창동(1111056000)","18,995","18,995","1,221","1,967","2,731","2,324","3,068","3,314","2,171","1,390","645","138","26","8,951","8,951","597","1,038","1,423","1,071","1,354","1,555","1,029","599","248","29","8","10,044","10,044","624","929","1,308","1,253","1,714","1,759","1,142","791","397","109","18"
"서울특별시 종로구 무악동(1111057000)","8,320","8,320","726","1,011","929","967","1,590","1,303","898","612","231","39","14","3,897","3,897","341","463","439","451","786","640","412","250","93","13","9","4,423","4,423","385","548","490","516","804","663","486","362","138","26","5"
"서울특별시 종로구 교남동(1111058000)","10,225","10,225","904","841","1,361","1,819","1,814","1,507","1,013","689","225","39","13","4,780","4,780","461","395","630","869","862","745","425","298","78","12","5","5,445","5,445","443","446","731","950","952","762","588","391","147","27","8"
"서울특별시 종로구 가회동(1111060000)","4,531","4,531","248","390","539","626","829","725","537","432","171","27","7","2,127","2,127","119","207","247","325","389","343","238","186","64","7","2","2,404","2,404","129","183","292","301","440","382","299","246","107","20","5"
"서울특별시 종로구 종로1.2.3.4가동(1111061500)","7,590","7,590","245","283","941","928","1,051","1,543","1,318","842","321","86","32","4,502","4,502","140","130","488","535","667","1,057","834","466","139","36","10","3,088","3,088","105","153","453","393","384","486","484","376","182","50","22"
"서울특별시 종로구 종로5.6가동(1111063000)","5,357","5,357","135","330","994","621","761","1,032","727","538","175","40","4","2,943","2,943","68","166","570","377","437","589","379","274","66","16","1","2,414","2,414","67","164","424","244","324","443","348","264","109","24","3"
"서울특별시 종로구 이화동(1111064000)","8,249","8,249","368","567","1,751","1,436","1,181","1,165","880","597","247","46","11","3,878","3,878","176","275","805","702","573","578","423","245","85","14","2","4,371","4,371","192","292","946","734","608","587","457","352","162","32","9"
"서울특별시 종로구 혜화동(1111065000)","17,306","17,306","880","1,469","4,341","2,368","2,540","2,304","1,530","1,271","526","61","16","8,444","8,444","434","745","2,287","1,189","1,254","1,097","695","515","200","24","4","8,862","8,862","446","724","2,054","1,179","1,286","1,207","835","756","326","37","12"
"서울특별시 종로구 창신제1동(1111067000)","5,520","5,520","200","343","647","655","844","1,198","890","546","158","33","6","2,989","2,989","90","184","357","379","453","696","490","261","66","13","0","2,531","2,531","110","159","290","276","391","502","400","285","92","20","6"
"서울특별시 종로구 창신제2동(1111068000)","9,181","9,181","353","725","1,328","1,069","1,506","1,855","1,272","778","249","34","12","4,671","4,671","187","370","699","615","786","960","613","329","98","13","1","4,510","4,510","166","355","629","454","720","895","659","449","151","21","11"
"서울특별시 종로구 창신제3동(1111069000)","7,350","7,350","481","626","1,061","1,059","1,136","1,359","865","518","200","34","11","3,633","3,633","256","315","565","517","547","678","428","233","72","14","8","3,717","3,717","225","311","496","542","589","681","437","285","128","20","3"
"서울특별시 종로구 숭인제1동(1111070000)","6,566","6,566","394","478","900","989","1,095","1,166","803","510","197","27","7","3,272","3,272","207","235","464","527","578","564","389","225","67","15","1","3,294","3,294","187","243","436","462","517","602","414","285","130","12","6"
"서울특별시 종로구 숭인제2동(1111071000)","9,643","9,643","358","494","1,799","1,534","1,454","1,704","1,218","768","261","35","18","4,964","4,964","180","254","854","808","781","940","653","372","99","16","7","4,679","4,679","178","240","945","726","673","764","565","396","162","19","11"
"서울특별시 중구 (1114000000)","125,709","125,709","7,927","8,129","18,102","20,395","19,801","21,022","15,745","9,832","3,924","666","166","62,253","62,253","3,991","4,124","9,001","10,348","10,213","10,709","7,843","4,374","1,392","211","47","63,456","63,456","3,936","4,005","9,101","10,047","9,588","10,313","7,902","5,458","2,532","455","119"
"서울특별시 중구 소공동(1114052000)","2,022","2,022","200","117","199","498","378","265","216","104","30","12","3","1,007","1,007","112","35","96","246","190","139","120","55","9","4","1","1,015","1,015","88","82","103","252","188","126","96","49","21","8","2"
"서울특별시 중구 회현동(1114054000)","5,331","5,331","236","202","527","567","786","1,101","1,006","577","228","70","31","2,930","2,930","116","97","247","303","450","686","591","293","102","34","11","2,401","2,401","120","105","280","264","336","415","415","284","126","36","20"
"서울특별시 중구 명동(1114055000)","2,942","2,942","139","108","302","407","529","515","507","291","115","22","7","1,244","1,244","73","45","139","186","231","226","207","103","28","4","2","1,698","1,698","66","63","163","221","298","289","300","188","87","18","5"
"서울특별시 중구 필동(1114057000)","4,078","4,078","228","251","608","630","569","675","564","336","177","31","9","2,113","2,113","120","126","332","346","324","344","290","164","55","9","3","1,965","1,965","108","125","276","284","245","331","274","172","122","22","6"
"서울특별시 중구 장충동(1114058000)","4,782","4,782","225","342","1,145","708","711","601","507","379","136","26","2","2,455","2,455","121","165","646","368","387","294","251","156","60","7","0","2,327","2,327","104","177","499","340","324","307","256","223","76","19","2"
"서울특별시 중구 광희동(1114059000)","5,001","5,001","174","218","726","717","652","961","847","474","190","29","13","2,657","2,657","90","117","354","385","380","546","469","227","72","12","5","2,344","2,344","84","101","372","332","272","415","378","247","118","17","8"
"서울특별시 중구 을지로동(1114060500)","1,623","1,623","48","51","133","158","221","367","367","181","75","13","9","1,030","1,030","26","25","68","90","151","269","254","101","38","4","4","593","593","22","26","65","68","70","98","113","80","37","9","5"
"서울특별시 중구 신당동(1114061500)","7,878","7,878","311","445","1,427","1,239","1,292","1,416","906","572","228","35","7","3,984","3,984","127","235","700","675","698","749","445","263","79","12","1","3,894","3,894","184","210","727","564","594","667","461","309","149","23","6"
"서울특별시 중구 다산동(1114062500)","14,923","14,923","778","1,077","2,356","2,490","2,410","2,374","1,796","1,183","389","58","12","7,242","7,242","394","567","1,180","1,274","1,175","1,146","820","531","139","13","3","7,681","7,681","384","510","1,176","1,216","1,235","1,228","976","652","250","45","9"
"서울특별시 중구 약수동(1114063500)","18,181","18,181","1,400","1,175","2,254","2,871","2,857","2,967","2,348","1,510","684","103","12","8,676","8,676","698","609","1,147","1,380","1,437","1,399","1,100","649","226","27","4","9,505","9,505","702","566","1,107","1,491","1,420","1,568","1,248","861","458","76","8"
"서울특별시 중구 청구동(1114064500)","14,807","14,807","951","1,126","2,129","2,363","2,303","2,494","1,705","1,149","502","78","7","7,087","7,087","498","586","1,038","1,203","1,118","1,180","813","447","176","26","2","7,720","7,720","453","540","1,091","1,160","1,185","1,314","892","702","326","52","5"
"서울특별시 중구 신당제5동(1114065000)","9,495","9,495","633","686","1,312","1,433","1,621","1,679","1,104","743","239","37","8","4,742","4,742","298","357","678","725","871","871","526","333","74","9","0","4,753","4,753","335","329","634","708","750","808","578","410","165","28","8"
"서울특별시 중구 동화동(1114066500)","11,197","11,197","853","990","1,646","1,575","1,821","1,993","1,194","719","324","70","12","5,409","5,409","440","478","841","738","901","963","598","306","121","20","3","5,788","5,788","413","512","805","837","920","1,030","596","413","203","50","9"
"서울특별시 중구 황학동(1114067000)","12,170","12,170","827","576","1,955","2,570","1,851","1,838","1,409","821","273","37","13","6,009","6,009","403","287","897","1,306","958","953","706","397","89","12","1","6,161","6,161","424","289","1,058","1,264","893","885","703","424","184","25","12"
"서울특별시 중구 중림동(1114068000)","11,279","11,279","924","765","1,383","2,169","1,800","1,776","1,269","793","334","45","21","5,668","5,668","475","395","638","1,123","942","944","653","349","124","18","7","5,611","5,611","449","370","745","1,046","858","832","616","444","210","27","14"
"서울특별시 용산구 (1117000000)","229,161","229,161","15,310","18,008","31,993","38,016","38,441","35,846","25,834","16,875","7,264","1,262","312","110,878","110,878","7,849","9,266","15,653","18,933","19,044","17,666","12,145","7,204","2,639","395","84","118,283","118,283","7,461","8,742","16,340","19,083","19,397","18,180","13,689","9,671","4,625","867","228"
"서울특별시 용산구 후암동(1117051000)","18,327","18,327","1,219","1,599","2,523","2,967","3,056","2,895","2,070","1,300","532","138","28","8,951","8,951","651","875","1,290","1,516","1,518","1,390","948","557","156","45","5","9,376","9,376","568","724","1,233","1,451","1,538","1,505","1,122","743","376","93","23"
"서울특별시 용산구 용산2가동(1117052000)","10,981","10,981","563","770","1,619","1,891","1,706","1,678","1,423","877","374","61","19","5,282","5,282","289","391","817","993","823","772","690","369","118","16","4","5,699","5,699","274","379","802","898","883","906","733","508","256","45","15"
"서울특별시 용산구 남영동(1117053000)","7,974","7,974","272","326","972","1,110","1,308","1,735","1,280","638","252","55","26","4,919","4,919","143","180","490","618","885","1,226","868","350","120","26","13","3,055","3,055","129","146","482","492","423","509","412","288","132","29","13"
"서울특별시 용산구 청파동(1117055500)","20,415","20,415","888","1,561","3,907","3,223","3,265","3,163","2,215","1,515","558","89","31","9,794","9,794","438","844","1,724","1,693","1,646","1,578","997","641","197","27","9","10,621","10,621","450","717","2,183","1,530","1,619","1,585","1,218","874","361","62","22"
"서울특별시 용산구 원효로제1동(1117056000)","14,630","14,630","1,336","910","2,225","3,277","2,336","1,991","1,395","799","282","62","17","7,110","7,110","688","476","980","1,627","1,201","959","679","349","123","23","5","7,520","7,520","648","434","1,245","1,650","1,135","1,032","716","450","159","39","12"
"서울특별시 용산구 원효로제2동(1117057000)","15,077","15,077","1,173","1,590","1,877","2,284","2,657","2,344","1,601","1,033","452","53","13","7,057","7,057","580","637","917","1,116","1,286","1,164","756","437","148","12","4","8,020","8,020","593","953","960","1,168","1,371","1,180","845","596","304","41","9"
"서울특별시 용산구 효창동(1117058000)","9,467","9,467","669","872","1,411","1,560","1,558","1,447","930","683","276","50","11","4,550","4,550","332","493","676","743","749","708","433","286","115","14","1","4,917","4,917","337","379","735","817","809","739","497","397","161","36","10"
"서울특별시 용산구 용문동(1117059000)","12,635","12,635","1,005","1,032","1,692","2,186","2,152","1,901","1,403","889","304","59","12","6,094","6,094","524","528","827","1,084","1,079","923","628","383","101","12","5","6,541","6,541","481","504","865","1,102","1,073","978","775","506","203","47","7"
"서울특별시 용산구 한강로동(1117062500)","16,533","16,533","921","865","2,428","3,130","2,488","2,686","2,041","1,261","573","107","33","8,097","8,097","475","468","1,163","1,530","1,242","1,347","1,028","580","216","38","10","8,436","8,436","446","397","1,265","1,600","1,246","1,339","1,013","681","357","69","23"
"서울특별시 용산구 이촌제1동(1117063000)","27,769","27,769","2,969","3,059","2,864","3,862","5,395","4,019","2,515","1,831","1,051","175","29","12,907","12,907","1,503","1,540","1,382","1,678","2,474","1,936","1,151","745","432","61","5","14,862","14,862","1,466","1,519","1,482","2,184","2,921","2,083","1,364","1,086","619","114","24"
"서울특별시 용산구 이촌제2동(1117064000)","9,136","9,136","640","602","1,091","1,540","1,383","1,484","1,222","778","337","45","14","4,314","4,314","359","292","542","798","659","680","559","315","100","8","2","4,822","4,822","281","310","549","742","724","804","663","463","237","37","12"
"서울특별시 용산구 이태원제1동(1117065000)","7,147","7,147","317","347","1,077","1,177","1,035","1,175","966","668","318","48","19","3,380","3,380","158","175","569","606","513","571","402","261","106","14","5","3,767","3,767","159","172","508","571","522","604","564","407","212","34","14"
"서울특별시 용산구 이태원제2동(1117066000)","9,468","9,468","524","569","1,322","1,706","1,475","1,414","1,125","898","360","64","11","4,394","4,394","256","277","673","837","716","636","481","360","138","17","3","5,074","5,074","268","292","649","869","759","778","644","538","222","47","8"
"서울특별시 용산구 한남동(1117068500)","20,642","20,642","1,203","1,215","2,819","4,055","3,450","3,136","2,469","1,587","573","109","26","9,948","9,948","631","666","1,395","2,024","1,708","1,474","1,109","703","198","35","5","10,694","10,694","572","549","1,424","2,031","1,742","1,662","1,360","884","375","74","21"
"서울특별시 용산구 서빙고동(1117069000)","13,595","13,595","976","1,623","1,809","1,645","2,669","2,152","1,233","882","544","57","5","6,553","6,553","485","829","905","782","1,292","1,101","579","341","215","21","3","7,042","7,042","491","794","904","863","1,377","1,051","654","541","329","36","2"
"서울특별시 용산구 보광동(1117070000)","15,365","15,365","635","1,068","2,357","2,403","2,508","2,626","1,946","1,236","478","90","18","7,528","7,528","337","595","1,303","1,288","1,253","1,201","837","527","156","26","5","7,837","7,837","298","473","1,054","1,115","1,255","1,425","1,109","709","322","64","13"
"서울특별시 성동구 (1120000000)","304,808","304,808","23,437","23,854","45,940","52,396","50,183","48,614","32,557","19,691","6,994","927","215","150,368","150,368","11,951","11,933","23,166","26,137","25,421","24,489","15,661","8,784","2,519","250","57","154,440","154,440","11,486","11,921","22,774","26,259","24,762","24,125","16,896","10,907","4,475","677","158"
"서울특별시 성동구 왕십리제2동(1120052000)","17,787","17,787","1,326","1,468","2,650","3,119","2,960","2,841","1,885","1,102","367","52","17","8,747","8,747","699","735","1,332","1,565","1,469","1,402","891","499","134","14","7","9,040","9,040","627","733","1,318","1,554","1,491","1,439","994","603","233","38","10"
"서울특별시 성동구 왕십리도선동(1120053500)","27,100","27,100","2,533","1,823","4,433","5,048","4,230","4,283","2,576","1,496","577","76","25","13,030","13,030","1,295","897","2,088","2,462","2,085","2,069","1,253","671","186","19","5","14,070","14,070","1,238","926","2,345","2,586","2,145","2,214","1,323","825","391","57","20"
"서울특별시 성동구 마장동(1120054000)","23,461","23,461","1,496","1,978","4,252","3,484","3,486","3,838","2,650","1,614","577","75","11","11,606","11,606","772","1,002","2,158","1,765","1,732","1,926","1,274","742","215","18","2","11,855","11,855","724","976","2,094","1,719","1,754","1,912","1,376","872","362","57","9"
"서울특별시 성동구 사근동(1120055000)","11,194","11,194","542","723","3,802","1,640","1,304","1,267","907","752","223","27","7","5,813","5,813","269","331","2,147","925","663","614","428","337","89","7","3","5,381","5,381","273","392","1,655","715","641","653","479","415","134","20","4"
"서울특별시 성동구 행당제1동(1120056000)","13,973","13,973","861","1,150","2,277","2,112","2,259","2,344","1,573","975","364","50","8","6,857","6,857","437","597","1,140","1,054","1,126","1,158","757","443","129","14","2","7,116","7,116","424","553","1,137","1,058","1,133","1,186","816","532","235","36","6"
"서울특별시 성동구 행당제2동(1120057000)","25,327","25,327","2,334","2,551","3,031","4,166","4,791","3,731","2,461","1,610","551","79","22","11,957","11,957","1,130","1,164","1,448","1,993","2,344","1,836","1,120","694","202","17","9","13,370","13,370","1,204","1,387","1,583","2,173","2,447","1,895","1,341","916","349","62","13"
"서울특별시 성동구 응봉동(1120058000)","16,636","16,636","1,499","1,929","1,812","2,487","3,321","2,346","1,613","1,167","412","44","6","7,914","7,914","749","948","876","1,169","1,621","1,148","720","520","148","13","2","8,722","8,722","750","981","936","1,318","1,700","1,198","893","647","264","31","4"
"서울특별시 성동구 금호1가동(1120059000)","13,108","13,108","979","1,144","1,602","2,063","2,202","2,170","1,558","969","370","39","12","6,350","6,350","489","611","818","1,039","1,102","1,025","727","393","132","12","2","6,758","6,758","490","533","784","1,024","1,100","1,145","831","576","238","27","10"
"서울특별시 성동구 금호2.3가동(1120061500)","24,522","24,522","2,059","1,784","3,127","4,679","4,057","3,691","2,690","1,716","608","89","22","11,793","11,793","1,085","904","1,558","2,245","2,030","1,774","1,219","746","200","29","3","12,729","12,729","974","880","1,569","2,434","2,027","1,917","1,471","970","408","60","19"
"서울특별시 성동구 금호4가동(1120062000)","14,311","14,311","1,437","980","1,617","2,732","2,543","2,120","1,493","996","333","52","8","6,901","6,901","728","510","843","1,270","1,300","1,022","671","414","127","13","3","7,410","7,410","709","470","774","1,462","1,243","1,098","822","582","206","39","5"
"서울특별시 성동구 옥수동(1120064500)","27,187","27,187","2,880","1,838","3,312","5,682","4,455","3,894","2,787","1,563","656","96","24","12,809","12,809","1,468","915","1,544","2,614","2,199","1,820","1,301","674","240","26","8","14,378","14,378","1,412","923","1,768","3,068","2,256","2,074","1,486","889","416","70","16"
"서울특별시 성동구 성수1가제1동(1120065000)","17,349","17,349","1,194","1,488","2,711","2,968","2,882","3,054","1,750","909","339","44","10","8,722","8,722","635","748","1,406","1,538","1,396","1,582","875","390","135","14","3","8,627","8,627","559","740","1,305","1,430","1,486","1,472","875","519","204","30","7"
"서울특별시 성동구 성수1가제2동(1120066000)","15,991","15,991","1,105","1,152","2,563","3,011","2,601","2,554","1,671","960","318","44","12","8,014","8,014","568","597","1,262","1,524","1,341","1,290","851","455","108","15","3","7,977","7,977","537","555","1,301","1,487","1,260","1,264","820","505","210","29","9"
"서울특별시 성동구 성수2가제1동(1120067000)","18,089","18,089","1,080","1,264","2,623","2,852","2,889","3,451","2,266","1,187","400","65","12","9,428","9,428","562","631","1,415","1,513","1,554","1,894","1,144","552","148","14","1","8,661","8,661","518","633","1,208","1,339","1,335","1,557","1,122","635","252","51","11"
"서울특별시 성동구 성수2가제3동(1120069000)","11,664","11,664","739","682","1,941","2,158","1,700","1,985","1,405","761","257","29","7","6,034","6,034","366","349","951","1,144","919","1,077","755","362","99","10","2","5,630","5,630","373","333","990","1,014","781","908","650","399","158","19","5"
"서울특별시 성동구 송정동(1120072000)","11,487","11,487","691","790","1,733","1,889","1,855","2,158","1,379","703","255","26","8","6,117","6,117","344","433","933","1,039","1,042","1,185","725","324","84","7","1","5,370","5,370","347","357","800","850","813","973","654","379","171","19","7"
"서울특별시 성동구 용답동(1120079000)","15,622","15,622","682","1,110","2,454","2,306","2,648","2,887","1,893","1,211","387","40","4","8,276","8,276","355","561","1,247","1,278","1,498","1,667","950","568","143","8","1","7,346","7,346","327","549","1,207","1,028","1,150","1,220","943","643","244","32","3"
"서울특별시 광진구 (1121500000)","357,703","357,703","24,212","30,875","60,549","61,198","58,472","56,514","37,178","20,556","6,957","1,015","177","174,414","174,414","12,465","15,798","29,167","30,526","28,757","27,569","17,793","9,512","2,534","254","39","183,289","183,289","11,747","15,077","31,382","30,672","29,715","28,945","19,385","11,044","4,423","761","138"
"서울특별시 광진구 화양동(1121571000)","21,591","21,591","623","880","8,128","4,390","2,309","2,151","1,650","1,052","333","60","15","10,337","10,337","305","442","3,523","2,279","1,256","1,124","767","494","129","15","3","11,254","11,254","318","438","4,605","2,111","1,053","1,027","883","558","204","45","12"
"서울특별시 광진구 군자동(1121573000)","20,193","20,193","1,172","1,277","4,085","3,830","2,950","3,046","2,107","1,277","383","57","9","10,010","10,010","624","645","2,000","1,970","1,507","1,521","1,004","608","119","11","1","10,183","10,183","548","632","2,085","1,860","1,443","1,525","1,103","669","264","46","8"
"서울특별시 광진구 중곡제1동(1121574000)","15,883","15,883","937","965","2,537","3,120","2,434","2,627","1,833","1,098","274","50","8","7,848","7,848","501","508","1,204","1,603","1,232","1,266","902","510","110","9","3","8,035","8,035","436","457","1,333","1,517","1,202","1,361","931","588","164","41","5"
"서울특별시 광진구 중곡제2동(1121575000)","22,464","22,464","1,495","1,740","3,677","4,115","3,471","3,792","2,435","1,297","378","56","8","10,941","10,941","789","889","1,819","2,041","1,686","1,800","1,162","602","141","11","1","11,523","11,523","706","851","1,858","2,074","1,785","1,992","1,273","695","237","45","7"
"서울특별시 광진구 중곡제3동(1121576000)","17,749","17,749","1,040","1,303","2,731","3,073","2,782","3,183","2,069","1,163","343","48","14","8,838","8,838","533","659","1,411","1,633","1,387","1,573","966","543","115","16","2","8,911","8,911","507","644","1,320","1,440","1,395","1,610","1,103","620","228","32","12"
"서울특별시 광진구 중곡제4동(1121577000)","31,301","31,301","1,998","2,671","4,719","4,910","5,043","5,551","3,716","1,976","598","95","24","15,455","15,455","1,059","1,387","2,417","2,534","2,481","2,674","1,738","924","211","23","7","15,846","15,846","939","1,284","2,302","2,376","2,562","2,877","1,978","1,052","387","72","17"
"서울특별시 광진구 능동(1121578000)","11,533","11,533","749","649","2,186","2,838","1,646","1,416","1,082","704","215","46","2","5,359","5,359","393","356","881","1,327","833","645","497","336","76","15","0","6,174","6,174","356","293","1,305","1,511","813","771","585","368","139","31","2"
"서울특별시 광진구 광장동(1121581000)","36,404","36,404","3,645","5,976","4,246","4,254","8,290","5,159","2,587","1,464","670","102","11","17,708","17,708","1,877","3,048","2,118","1,877","3,875","2,668","1,296","656","267","24","2","18,696","18,696","1,768","2,928","2,128","2,377","4,415","2,491","1,291","808","403","78","9"
"서울특별시 광진구 자양제1동(1121582000)","23,285","23,285","1,301","1,781","4,156","4,168","3,754","3,729","2,481","1,395","444","64","12","11,345","11,345","674","940","1,976","2,119","1,897","1,789","1,146","621","165","16","2","11,940","11,940","627","841","2,180","2,049","1,857","1,940","1,335","774","279","48","10"
"서울특별시 광진구 자양제2동(1121583000)","27,379","27,379","2,141","2,336","4,025","4,690","4,516","4,497","3,066","1,532","506","57","13","13,455","13,455","1,094","1,244","2,022","2,333","2,206","2,140","1,494","718","181","21","2","13,924","13,924","1,047","1,092","2,003","2,357","2,310","2,357","1,572","814","325","36","11"
"서울특별시 광진구 자양제3동(1121584000)","30,201","30,201","2,813","3,102","4,247","4,768","5,146","4,820","3,044","1,468","685","101","7","14,576","14,576","1,414","1,555","2,078","2,236","2,471","2,331","1,553","660","248","29","1","15,625","15,625","1,399","1,547","2,169","2,532","2,675","2,489","1,491","808","437","72","6"
"서울특별시 광진구 자양제4동(1121584700)","21,320","21,320","999","1,239","3,175","3,432","3,234","4,050","2,912","1,636","556","73","14","10,772","10,772","505","627","1,619","1,843","1,706","2,084","1,412","756","197","18","5","10,548","10,548","494","612","1,556","1,589","1,528","1,966","1,500","880","359","55","9"
"서울특별시 광진구 구의제1동(1121585000)","22,669","22,669","1,183","1,604","4,394","4,532","3,570","3,361","2,173","1,358","432","50","12","10,874","10,874","619","815","2,021","2,267","1,769","1,602","992","612","163","12","2","11,795","11,795","564","789","2,373","2,265","1,801","1,759","1,181","746","269","38","10"
"서울특별시 광진구 구의제2동(1121586000)","25,556","25,556","1,856","2,442","3,447","4,021","4,340","4,182","3,027","1,617","529","73","22","12,461","12,461","973","1,230","1,731","2,021","2,141","1,982","1,406","765","193","14","5","13,095","13,095","883","1,212","1,716","2,000","2,199","2,200","1,621","852","336","59","17"
"서울특별시 광진구 구의제3동(1121587000)","30,175","30,175","2,260","2,910","4,796","5,057","4,987","4,950","2,996","1,519","611","83","6","14,435","14,435","1,105","1,453","2,347","2,443","2,310","2,370","1,458","707","219","20","3","15,740","15,740","1,155","1,457","2,449","2,614","2,677","2,580","1,538","812","392","63","3"
"서울특별시 동대문구 (1123000000)","350,647","350,647","23,694","27,914","54,166","53,127","55,790","55,953","42,357","26,911","9,179","1,310","246","175,324","175,324","12,167","14,266","27,992","27,599","28,726","28,052","20,364","12,195","3,540","352","71","175,323","175,323","11,527","13,648","26,174","25,528","27,064","27,901","21,993","14,716","5,639","958","175"
"서울특별시 동대문구 용신동(1123053600)","31,391","31,391","1,685","1,833","5,137","5,308","4,720","5,135","3,841","2,658","918","137","19","16,243","16,243","863","980","2,603","2,871","2,595","2,670","1,995","1,233","382","46","5","15,148","15,148","822","853","2,534","2,437","2,125","2,465","1,846","1,425","536","91","14"
"서울특별시 동대문구 제기동(1123054500)","25,395","25,395","1,348","1,629","4,052","3,650","3,584","4,087","3,566","2,411","918","129","21","12,975","12,975","716","835","2,259","1,997","1,927","2,076","1,687","1,065","369","38","6","12,420","12,420","632","794","1,793","1,653","1,657","2,011","1,879","1,346","549","91","15"
"서울특별시 동대문구 전농제1동(1123056000)","29,381","29,381","1,920","2,294","4,305","4,185","4,567","4,969","3,700","2,473","809","123","36","14,873","14,873","979","1,171","2,241","2,202","2,390","2,547","1,846","1,123","328","34","12","14,508","14,508","941","1,123","2,064","1,983","2,177","2,422","1,854","1,350","481","89","24"
"서울특별시 동대문구 전농제2동(1123057000)","20,119","20,119","1,574","2,055","2,483","2,667","3,534","3,299","2,345","1,545","551","59","7","9,728","9,728","793","1,023","1,282","1,304","1,694","1,618","1,096","664","230","21","3","10,391","10,391","781","1,032","1,201","1,363","1,840","1,681","1,249","881","321","38","4"
"서울특별시 동대문구 답십리제1동(1123060000)","24,759","24,759","2,170","1,953","3,508","4,384","4,061","3,863","2,547","1,605","557","85","26","12,124","12,124","1,081","1,007","1,701","2,165","2,051","1,955","1,213","719","205","19","8","12,635","12,635","1,089","946","1,807","2,219","2,010","1,908","1,334","886","352","66","18"
"서울특별시 동대문구 답십리제2동(1123061000)","29,448","29,448","2,066","2,537","3,846","4,142","4,899","5,056","3,677","2,318","800","88","19","14,490","14,490","1,040","1,277","2,002","2,135","2,484","2,428","1,789","1,025","286","16","8","14,958","14,958","1,026","1,260","1,844","2,007","2,415","2,628","1,888","1,293","514","72","11"
"서울특별시 동대문구 장안제1동(1123065000)","38,960","38,960","2,993","2,981","5,246","6,941","6,469","6,264","4,758","2,452","711","127","18","19,504","19,504","1,559","1,530","2,605","3,528","3,359","3,081","2,351","1,185","272","26","8","19,456","19,456","1,434","1,451","2,641","3,413","3,110","3,183","2,407","1,267","439","101","10"
"서울특별시 동대문구 장안제2동(1123066000)","31,182","31,182","2,934","2,919","3,652","5,008","5,696","4,716","3,620","1,940","583","104","10","15,736","15,736","1,535","1,566","1,920","2,520","2,917","2,389","1,732","921","207","27","2","15,446","15,446","1,399","1,353","1,732","2,488","2,779","2,327","1,888","1,019","376","77","8"
"서울특별시 동대문구 청량리동(1123070500)","22,317","22,317","1,143","1,490","2,719","2,884","3,144","4,046","3,481","2,406","857","120","27","11,194","11,194","578","775","1,427","1,583","1,659","2,060","1,665","1,087","320","35","5","11,123","11,123","565","715","1,292","1,301","1,485","1,986","1,816","1,319","537","85","22"
"서울특별시 동대문구 회기동(1123071000)","10,271","10,271","608","743","2,687","1,668","1,405","1,224","920","693","265","47","11","4,985","4,985","307","367","1,329","854","718","587","409","293","110","10","1","5,286","5,286","301","376","1,358","814","687","637","511","400","155","37","10"
