사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2013010500100467,2013년 1월 5일 21시,토요일,세종특별자치시 세종특별자치시 조치원읍,중상사고,0,2,0,0,차대사람 - 횡단중,안전운전불이행,습기,흐림,교차로 - 교차로부근,승용,남,49세,상해없음,보행자,여,17세,중상
2013010800100336,2013년 1월 8일 17시,화요일,세종특별자치시 세종특별자치시 어진동,중상사고,0,1,1,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,건설기계,남,35세,상해없음,승용,남,48세,경상
2013010900100353,2013년 1월 9일 17시,수요일,세종특별자치시 세종특별자치시 금남면,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승합,남,52세,상해없음,건설기계,남,51세,중상
2013011000100560,2013년 1월 10일 23시,목요일,세종특별자치시 세종특별자치시 한솔동,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,중상,,,,
2013011400100221,2013년 1월 14일 13시,월요일,세종특별자치시 세종특별자치시 금남면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,52세,상해없음,보행자,여,18세,경상
2013011400100354,2013년 1월 14일 18시,월요일,세종특별자치시 세종특별자치시 조치원읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 횡단보도상,화물,남,50세,상해없음,보행자,남,52세,중상
2013011600100527,2013년 1월 16일 23시,수요일,세종특별자치시 세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,경상,건설기계,남,54세,기타불명
2013011700100049,2013년 1월 17일 02시,목요일,세종특별자치시 세종특별자치시 금남면,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,부상신고,,,,
2013011700100342,2013년 1월 17일 17시,목요일,세종특별자치시 세종특별자치시 한솔동,경상사고,0,0,4,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,31세,상해없음,승합,남,60세,경상
2013011800100167,2013년 1월 18일 09시,금요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61세,경상,승용,남,43세,경상
