사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2016010100100067,2016년 1월 1일 02시,금요일,전라북도 전주시 완산구 중화산동2가,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,승용,남,63세,중상
2016010100100068,2016년 1월 1일 02시,금요일,전라북도 익산시 신동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,18세,상해없음,보행자,남,19세,경상
2016010100100105,2016년 1월 1일 04시,금요일,전라북도 군산시 수송동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,24세,중상
2016010100100156,2016년 1월 1일 07시,금요일,전라북도 전주시 덕진구 팔복동2가,중상사고,0,1,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,22세,상해없음,승용,남,24세,중상
2016010100100201,2016년 1월 1일 11시,금요일,전라북도 부안군 행안면,경상사고,0,0,5,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,68세,경상,화물,남,43세,경상
2016010100100361,2016년 1월 1일 18시,금요일,전라북도 정읍시 연지동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,보행자,여,60세,경상
2016010100100387,2016년 1월 1일 19시,금요일,전라북도 군산시 선양동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,41세,기타불명,이륜,남,19세,경상
2016010100100388,2016년 1월 1일 19시,금요일,전라북도 완주군 봉동읍,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,45세,경상,승용,남,69세,경상
2016010100100411,2016년 1월 1일 20시,금요일,전라북도 전주시 완산구 태평동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,68세,상해없음,보행자,남,58세,중상
2016010100100428,2016년 1월 1일 21시,금요일,전라북도 전주시 완산구 효자동2가,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,30세,상해없음,이륜,남,42세,중상
2016010200100031,2016년 1월 2일 02시,토요일,전라북도 부안군 부안읍,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,보행자,남,27세,사망
