사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2013010100100025,2013년 1월 1일 00시,화요일,인천광역시 부평구 삼산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,교차로운행방법위반,결빙,눈,교차로 - 교차로안,승용,남,51세,상해없음,승용,여,36세,경상
2013010100100054,2013년 1월 1일 01시,화요일,인천광역시 남구 관교동,중상사고,0,2,0,0,차대차 - 추돌 - 주정차중,안전운전불이행,결빙,눈,단일로 - 기타,승용,남,35세,상해없음,승용,여,22세,중상
2013010100100055,2013년 1월 1일 01시,화요일,인천광역시 부평구 부평동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,결빙,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,여,38세,경상
2013010100100077,2013년 1월 1일 02시,화요일,인천광역시 연수구 연수동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,흐림,교차로 - 교차로부근,승용,남,34세,상해없음,승용,남,48세,경상
2013010100100111,2013년 1월 1일 04시,화요일,인천광역시 부평구 부평동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,기타불명,보행자,여,19세,중상
2013010100100112,2013년 1월 1일 04시,화요일,인천광역시 남동구 간석동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,적설,눈,단일로 - 기타,승용,남,25세,상해없음,승용,여,53세,중상
2013010100100139,2013년 1월 1일 06시,화요일,인천광역시 연수구 송도동,중상사고,0,3,1,0,차대차 - 측면직각충돌,안전운전불이행,적설,눈,단일로 - 기타,승용,남,47세,상해없음,승합,남,56세,경상
2013010100100308,2013년 1월 1일 18시,화요일,인천광역시 남동구 구월동,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,43세,경상,승용,남,33세,경상
2013010100100333,2013년 1월 1일 20시,화요일,인천광역시 남구 주안동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전거리미확보,적설,눈,단일로 - 기타,화물,남,22세,상해없음,승용,남,47세,경상
2013010100100365,2013년 1월 1일 22시,화요일,인천광역시 서구 가정동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,적설,눈,단일로 - 기타,승합,남,26세,상해없음,승용,남,53세,중상
2013010200100029,2013년 1월 2일 04시,수요일,인천광역시 남구 주안동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,결빙,맑음,단일로 - 기타,승용,여,23세,상해없음,승용,기타불명,90세 이상,기타불명
2013010200100030,2013년 1월 2일 04시,수요일,인천광역시 남동구 구월동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,신호위반,결빙,맑음,교차로 - 교차로안,승용,남,20세,상해없음,승용,남,26세,경상
