사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2016010100100020,2016년 1월 1일 00시,금요일,경상남도 창원시 마산합포구 구산면,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,33세,상해없음,승용,여,24세,경상
2016010100100021,2016년 1월 1일 00시,금요일,경상남도 진주시 봉곡동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,여,45세,경상
2016010100100089,2016년 1월 1일 03시,금요일,경상남도 양산시 물금읍,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,기타,단일로 - 기타,승용,남,19세,상해없음,보행자,남,56세,경상
2016010100100107,2016년 1월 1일 04시,금요일,경상남도 창원시 의창구 대산면,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,사망,,,,
2016010100100130,2016년 1월 1일 05시,금요일,경상남도 창원시 마산합포구 해운동,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,승용,남,40세,경상
2016010100100158,2016년 1월 1일 07시,금요일,경상남도 양산시 하북면,경상사고,0,0,1,0,차량단독 - 전도전복,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,60세,경상,,,,
2016010100100170,2016년 1월 1일 08시,금요일,경상남도 통영시 봉평동,중상사고,0,1,3,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,남,23세,경상
2016010100100180,2016년 1월 1일 09시,금요일,경상남도 합천군 합천읍,중상사고,0,2,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,화물,남,72세,상해없음,승용,남,46세,경상
2016010100100208,2016년 1월 1일 11시,금요일,경상남도 진주시 상대동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,기타불명,16세,기타불명,승용,남,47세,상해없음
2016010100100209,2016년 1월 1일 11시,금요일,경상남도 김해시 흥동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,30세,경상
2016010100100229,2016년 1월 1일 12시,금요일,경상남도 창원시 마산합포구 남성동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,51세,경상
2016010100100230,2016년 1월 1일 12시,금요일,경상남도 사천시 곤양면,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,이륜,남,29세,경상
2016010100100246,2016년 1월 1일 13시,금요일,경상남도 창원시 진해구 석동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,62세,경상,승용,남,37세,상해없음
2016010100100247,2016년 1월 1일 13시,금요일,경상남도 통영시 정량동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,승용,남,37세,상해없음
2016010100100248,2016년 1월 1일 13시,금요일,경상남도 고성군 고성읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,이륜,남,34세,중상
2016010100100272,2016년 1월 1일 14시,금요일,경상남도 거제시 고현동,중상사고,0,1,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,중상,승용,여,25세,경상
2016010100100289,2016년 1월 1일 15시,금요일,경상남도 함양군 병곡면,경상사고,0,0,2,0,차량단독 - 전도전복,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,,,,
