년도,시군구,총인구수,노인수,노인비율
2016,전북 고창군,60597.0,17857,29.46845553
2016,전북 부안군,57005.0,16469,28.89044821
2016,전남 목포시,237739.0,32445,13.64731912
2016,전남 여수시,288988.0,46632,16.13631016
2016,전남 순천시,278548.0,37961,13.62817181
2016,전남 나주시,104376.0,23489,22.50421553
2016,전남 광양시,155580.0,17026,10.94356601
2016,전남 담양군,47229.0,13329,28.22206695
2016,전남 곡성군,30400.0,9912,32.60526316
2016,전남 구례군,27412.0,8250,30.09630819
2016,전남 고흥군,67656.0,25364,37.48965354
2016,전남 보성군,44469.0,15269,34.33627921
2016,전남 화순군,65303.0,15516,23.76001103
2016,전남 장흥군,40669.0,12610,31.00641766
2016,전남 강진군,37753.0,11655,30.8717188
2016,전남 해남군,75121.0,21549,28.68572037
2016,전남 영암군,57045.0,13574,23.79524936
2016,전남 무안군,82109.0,16175,19.69942394
2016,전남 함평군,34397.0,11302,32.85751664
2016,전남 영광군,55618.0,14773,26.56154482
2016,전남 장성군,46104.0,12546,27.21238938
2016,전남 완도군,52668.0,15623,29.66317308
2016,전남 진도군,32078.0,10105,31.50134048
2016,전남 신안군,42652.0,13811,32.3806621
2016,경북 포항시,516775.0,68296,13.21580959
2016,경북 포항시 남구,244748.0,31515,12.87650972
2016,경북 포항시 북구,272027.0,36781,13.5210843
2016,경북 경주시,259452.0,48789,18.80463438
2016,경북 김천시,142256.0,28488,20.02586886
2016,경북 안동시,168798.0,34672,20.54052773
2016,경북 구미시,419891.0,31554,7.514807414
2016,경북 영주시,109247.0,24577,22.4967276
2016,경북 영천시,100521.0,25063,24.93309856
2016,경북 상주시,101799.0,27769,27.27826403
2016,경북 문경시,74702.0,19285,25.81590854
2016,경북 경산시,258037.0,36375,14.09681557
2016,경북 의성군,54014.0,19896,36.83489466
2016,경북 청송군,26301.0,8600,32.69837649
2016,경북 영양군,17713.0,5878,33.18466663
2016,경북 영덕군,39052.0,12897,33.02519717
2016,경북 청도군,43564.0,14274,32.76558626
2016,경북 고령군,34257.0,8889,25.94798143
2016,경북 성주군,45205.0,12398,27.42616967
2016,경북 칠곡군,123199.0,15479,12.56422536
2016,경북 예천군,46166.0,15043,32.58458606
2016,경북 봉화군,33539.0,10706,31.92104714
2016,경북 울진군,51738.0,12665,24.47910627
2016,경북 울릉군,10001.0,2154,21.53784622
2016,경남 창원시,1063907.0,117208,11.0167524
2016,경남 창원시 의창구,252435.0,24846,9.842533722
2016,경남 창원시 성산구,231571.0,13543,5.84831434
2016,경남 창원시 마산합포구,181797.0,30525,16.79070612
2016,경남 창원시 마산회원구,210791.0,26727,12.67938384
2016,경남 창원시 진해구,187313.0,21567,11.51388318
2016,경남 진주시,346739.0,49318,14.22337839
2016,경남 통영시,138160.0,20895,15.12376954
2016,경남 사천시,114912.0,21502,18.71170983
2016,경남 김해시,529422.0,47975,9.06176925
2016,경남 밀양시,108354.0,25611,23.63641398
2016,경남 거제시,257183.0,20932,8.138951641
2016,경남 양산시,317037.0,35131,11.08104101
2016,경남 의령군,28111.0,9450,33.61673366
2016,경남 함안군,68937.0,13964,20.25617593
2016,경남 창녕군,63982.0,17149,26.8028508
2016,경남 고성군,54703.0,14462,26.43730691
2016,경남 남해군,45129.0,15692,34.771433
2016,경남 하동군,49622.0,14514,29.24912337
2016,경남 산청군,36098.0,11638,32.2400133
2016,경남 함양군,40241.0,12274,30.50123009
2016,경남 거창군,63308.0,15591,24.62721931
2016,경남 합천군,48026.0,16972,35.33919127
2016,제주특별자치도,641597.0,89189,13.90109368
2016,제주 제주시,470665.0,59159,12.56923714
2016,제주 서귀포시,170932.0,30030,17.56838977
2016,대구 군위군,24171.0,8670,35.86943031
2016,인천 미추홀구,417103.0,57437,13.77045957
2017,서울 종로구,154770.0,26030,16.81850488
2017,서울 중구,125709.0,21148,16.82298006
2017,서울 용산구,229161.0,36488,15.92243008
2017,서울 성동구,304808.0,41152,13.50095798
2017,서울 광진구,357703.0,43790,12.24199965
2017,서울 동대문구,350647.0,55547,15.84128768
2017,서울 중랑구,408226.0,59189,14.49907649
2017,서울 성북구,444055.0,66121,14.8902726
2017,서울 강북구,324479.0,56437,17.39311327
2017,서울 도봉구,344166.0,53445,15.52884364
2017,서울 노원구,554403.0,74178,13.37979773
2017,서울 은평구,486794.0,74400,15.28367235
2017,서울 서대문구,312800.0,48898,15.63235294
2017,서울 마포구,374915.0,49356,13.16458397
2017,서울 양천구,471154.0,55136,11.70233087
2017,서울 강서구,601691.0,75845,12.60530738
2017,서울 구로구,410742.0,58213,14.17264365
2017,서울 금천구,235154.0,33842,14.39142009
2017,서울 영등포구,368550.0,53299,14.4618098
2017,서울 동작구,396217.0,57071,14.4039756
2017,서울 관악구,503297.0,69729,13.8544438
2017,서울 서초구,441102.0,53119,12.04233941
2017,서울 강남구,556164.0,64946,11.67749081
2017,서울 송파구,664496.0,76442,11.50375623
2017,서울 강동구,436223.0,56080,12.85580999
2017,부산 중구,44218.0,10082,22.80066941
2017,부산 서구,110039.0,24462,22.23030017
2017,부산 동구,88868.0,21076,23.71607328
2017,부산 영도구,123521.0,28293,22.90541689
2017,부산 부산진구,371703.0,62942,16.93341189
2017,부산 동래구,270727.0,42697,15.77123818
2017,부산 남구,273854.0,47964,17.514442
2017,부산 북구,302924.0,41000,13.53474799
2017,부산 해운대구,412039.0,59949,14.54935091
2017,부산 사하구,333301.0,50261,15.07976274
2017,부산 금정구,244469.0,42011,17.18459191
2017,부산 강서구,117382.0,13205,11.24959534
2017,부산 연제구,206742.0,33600,16.25214035
2017,부산 수영구,179996.0,32621,18.12318052
2017,부산 사상구,229219.0,32715,14.27237707
2017,부산 기장군,161651.0,22649,14.01104849
2017,대구 중구,78986.0,15531,19.66297825
2017,대구 동구,349379.0,58893,16.85647964
2017,대구 서구,191992.0,34758,18.10387933
2017,대구 남구,152845.0,31132,20.36834702
2017,대구 북구,441375.0,54257,12.29272161
2017,대구 수성구,439211.0,58905,13.41154935
2017,대구 달서구,578068.0,67033,11.5960406
2017,대구 달성군,243375.0,26950,11.07344633
2017,인천 중구,117999.0,16643,14.10435682
2017,인천 동구,69487.0,13168,18.95030725
2017,인천 연수구,335142.0,28922,8.629774842
2017,인천 남동구,536578.0,58429,10.88919039
2017,인천 부평구,539941.0,63959,11.8455535
2017,인천 계양구,323784.0,31729,9.799434191
2017,인천 서구,516017.0,46129,8.939434166
2017,인천 강화군,68754.0,20451,29.74517846
2017,인천 옹진군,21573.0,4836,22.41691003
2017,광주 동구,95448.0,20047,21.00305926
2017,광주 서구,306957.0,36991,12.05087358
2017,광주 남구,218454.0,33727,15.43894825
2017,광주 북구,438780.0,56532,12.88390537
2017,광주 광산구,404131.0,33565,8.305475205
2017,대전 동구,230516.0,37240,16.15506082
2017,대전 중구,248933.0,40354,16.21078764
2017,대전 서구,487448.0,51821,10.6310827
2017,대전 유성구,348428.0,27420,7.869631603
2017,대전 대덕구,186902.0,23832,12.7510674
2017,울산 중구,238652.0,27853,11.67096861
2017,울산 남구,335439.0,31629,9.429136147
2017,울산 동구,169605.0,15672,9.240293623
2017,울산 북구,200718.0,14053,7.001365099
2017,울산 울주군,220718.0,27426,12.42581031
2017,경기 수원시,1202628.0,111667,9.285248639
2017,경기 수원시 장안구,293828.0,32021,10.89787222
2017,경기 수원시 권선구,365653.0,33705,9.217755632
2017,경기 수원시 팔달구,193311.0,24920,12.89114432
2017,경기 수원시 영통구,349836.0,21021,6.008815559
2017,경기 성남시,967510.0,115526,11.94054842
2017,경기 성남시 수정구,236932.0,32125,13.55874259
2017,경기 성남시 중원구,230366.0,29970,13.00973234
2017,경기 성남시 분당구,500212.0,53431,10.68167097
2017,경기 의정부시,441584.0,58509,13.24980072
2017,경기 안양시,587764.0,64655,11.00016333
2017,경기 안양시 만안구,254977.0,32509,12.74977743
2017,경기 안양시 동안구,332787.0,32146,9.659632137
2017,경기 부천시,850329.0,92537,10.88249372
2017,경기 광명시,332790.0,38321,11.51506956
2017,경기 평택시,481530.0,55926,11.61422964
2017,경기 동두천시,97071.0,16961,17.47277766
2017,경기 안산시,677710.0,60087,8.8661817
2017,경기 안산시 상록구,370744.0,34339,9.262186306
2017,경기 안산시 단원구,306966.0,25748,8.387899637
2017,경기 고양시,1041983.0,120333,11.54846096
2017,경기 고양시 덕양구,448684.0,57446,12.80322008
2017,경기 고양시 일산동구,293673.0,30956,10.54097585
2017,경기 고양시 일산서구,299626.0,31931,10.65695233
2017,경기 과천시,57527.0,7474,12.9921602
2017,경기 구리시,200042.0,22362,11.17865248
2017,경기 남양주시,665321.0,81688,12.27798311
2017,경기 오산시,213437.0,17373,8.139638394
2017,경기 시흥시,419664.0,34511,8.223483549
2017,경기 군포시,281205.0,30278,10.76723387
2017,경기 의왕시,155767.0,18198,11.68283398
2017,경기 하남시,232487.0,26820,11.5361289
2017,경기 용인시,1004081.0,116882,11.64069433
2017,경기 용인시 처인구,231553.0,29986,12.94995098
2017,경기 용인시 기흥구,419429.0,45836,10.92819047
2017,경기 용인시 수지구,353099.0,41060,11.6284668
2017,경기 파주시,437848.0,54881,12.53425846
2017,경기 이천시,213142.0,26935,12.63711516
2017,경기 안성시,182786.0,28134,15.39176961
2017,경기 김포시,392092.0,44611,11.37768687
2017,경기 화성시,691086.0,58053,8.400256987
2017,경기 광주시,345947.0,39203,11.33208266
2017,경기 양주시,212146.0,29098,13.71602576
2017,경기 포천시,152925.0,25451,16.64279876
2017,경기 여주시,111984.0,21083,18.82679669
2017,경기 연천군,45431.0,10423,22.94248421
2017,경기 가평군,62973.0,14271,22.66209328
2017,경기 양평군,115105.0,25584,22.22666261
2017,강원 춘천시,280514.0,43914,15.65483363
2017,강원 원주시,341337.0,45246,13.25552167
2017,강원 강릉시,213952.0,39784,18.59482501
2017,강원 동해시,92851.0,15881,17.10374686
2017,강원 태백시,45888.0,9626,20.97716179
2017,강원 속초시,82273.0,13464,16.36502862
2017,강원 삼척시,68514.0,15093,22.02907435
2017,강원 홍천군,70340.0,15899,22.6030708
2017,강원 횡성군,46281.0,12025,25.98258465
2017,강원 영월군,40067.0,10374,25.89163152
2017,강원 평창군,43092.0,10399,24.13208948
2017,강원 정선군,38173.0,9329,24.43873942
2017,강원 철원군,47185.0,9264,19.63335806
2017,강원 화천군,26022.0,4946,19.00699408
2017,강원 양구군,23835.0,4259,17.86868051
2017,강원 인제군,32582.0,5859,17.98232153
2017,강원 고성군,30029.0,7300,24.30983383
2017,강원 양양군,27207.0,7314,26.88278752
2017,충청 청주시,835590.0,96483,11.54669156
2017,충청 충주시,208316.0,36703,17.61890589
2017,충청 제천시,136432.0,25691,18.83062625
2017,충청 보은군,34053.0,10461,30.71976037
2017,충청 옥천군,51766.0,13720,26.50388286
2017,충청 영동군,50240.0,14111,28.08718153
2017,충청 증평군,37783.0,5626,14.89029458
2017,충청 진천군,73677.0,11889,16.13665052
2017,충청 괴산군,39054.0,11898,30.46550929
2017,충청 음성군,97306.0,17685,18.17462438
2017,충청 단양군,30215.0,8167,27.02962105
2017,충남 천안시,631531.0,60562,9.589711352
2017,충남 천안시 동남구,255878.0,31750,12.40825706
2017,충남 천안시 서북구,375653.0,28812,7.669844245
2017,충남 공주시,108432.0,25008,23.06330235
2017,충남 보령시,103198.0,23622,22.88997849
2017,충남 아산시,311453.0,36969,11.86984874
2017,충남 서산시,171678.0,29012,16.89907851
2017,충남 논산시,122240.0,28630,23.42113874
2017,충남 계룡시,43967.0,4175,9.495758182
2017,충남 당진시,167439.0,28386,16.95303961
2017,충남 금산군,53894.0,14982,27.79901288
2017,충남 부여군,69086.0,21209,30.69941812
2017,충남 서천군,55175.0,17931,32.49841414
2017,충남 청양군,32837.0,10458,31.84822
2017,충남 홍성군,101570.0,21895,21.55656198
2017,충남 예산군,80338.0,22601,28.13239065
2017,충남 태안군,63932.0,17506,27.38221861
2017,전북 전주시,648964.0,85157,13.12199136
2017,전북 전주시 완산구,359012.0,47420,13.20847214
2017,전북 전주시 덕진구,289952.0,37737,13.01491281
2017,전북 군산시,274997.0,44580,16.21108594
2017,전북 익산시,300187.0,50357,16.77521012
2017,전북 정읍시,113776.0,28587,25.12568556
2017,전북 남원시,83281.0,21167,25.41636148
2017,전북 김제시,86926.0,25155,28.93840738
2017,전북 완주군,95975.0,19377,20.18963272
2017,전북 진안군,26271.0,8309,31.62803091
2017,전북 무주군,24809.0,7701,31.04115442
2017,전북 장수군,23003.0,7111,30.91335913
2017,전북 임실군,30162.0,9669,32.05689278
2017,전북 순창군,29698.0,9286,31.26809886
2017,전북 고창군,60472.0,18147,30.00892975
2017,전북 부안군,56086.0,16679,29.7382591
2017,전남 목포시,234379.0,33834,14.43559363
2017,전남 여수시,286382.0,48569,16.95951561
2017,전남 순천시,279331.0,39498,14.14021358
2017,전남 나주시,110110.0,24178,21.95804196
2017,전남 광양시,155857.0,17712,11.3642634
2017,전남 담양군,47285.0,13623,28.81040499
2017,전남 곡성군,30131.0,10035,33.30457004
2017,전남 구례군,27525.0,8447,30.68846503
2017,전남 고흥군,66736.0,25496,38.20426756
2017,전남 보성군,43755.0,15441,35.28968118
2017,전남 화순군,64680.0,15828,24.47124304
2017,전남 장흥군,40136.0,12682,31.59756827
2017,전남 강진군,36868.0,11773,31.93284149
2017,전남 해남군,73604.0,21862,29.7021901
2017,전남 영암군,55616.0,13777,24.77164845
2017,전남 무안군,82872.0,16467,19.87040255
2017,전남 함평군,34328.0,11447,33.34595665
2017,전남 영광군,54774.0,15002,27.38890715
2017,전남 장성군,46111.0,12805,27.76994643
2017,전남 완도군,52109.0,15760,30.24429561
2017,전남 진도군,31765.0,10191,32.08248072
2017,전남 신안군,42070.0,14024,33.33491799
2017,경북 포항시,513832.0,72952,14.19763658
2017,경북 포항시 남구,242469.0,33852,13.96137238
2017,경북 포항시 북구,271363.0,39100,14.40874401
2017,경북 경주시,257903.0,50780,19.68957321
2017,경북 김천시,142908.0,29536,20.66784225
2017,경북 안동시,166272.0,35948,21.61999615
2017,경북 구미시,421799.0,33605,7.967064882
2017,경북 영주시,108371.0,25541,23.56811324
2017,경북 영천시,100615.0,25940,25.78144412
2017,경북 상주시,100947.0,28535,28.26730859
2017,경북 문경시,73294.0,19877,27.11954594
2017,경북 경산시,259485.0,38370,14.78698191
2017,경북 의성군,53474.0,20289,37.94180349
2017,경북 청송군,26006.0,8773,33.7345228
2017,경북 영양군,17479.0,5963,34.11522398
2017,경북 영덕군,38529.0,13141,34.10677671
2017,경북 청도군,43346.0,14779,34.09541826
2017,경북 고령군,33768.0,9253,27.40168207
2017,경북 성주군,45138.0,12839,28.4438832
2017,경북 칠곡군,120864.0,16166,13.37536405
2017,경북 예천군,49253.0,15458,31.38489026
2017,경북 봉화군,33259.0,10946,32.91139241
2017,경북 울진군,50974.0,12854,25.21677718
2017,경북 울릉군,9975.0,2238,22.43609023
2017,경남 창원시,1057032.0,124875,11.81373885
2017,경남 창원시 의창구,253349.0,26708,10.54197964
2017,경남 창원시 성산구,227942.0,14585,6.398557528
2017,경남 창원시 마산합포구,181917.0,32363,17.78998115
2017,경남 창원시 마산회원구,203926.0,28229,13.84276649
2017,경남 창원시 진해구,189898.0,22990,12.10649928
2017,경남 진주시,346681.0,51488,14.85169363
2017,경남 통영시,135833.0,22054,16.23611346
2017,경남 사천시,114252.0,22118,19.35896089
2017,경남 김해시,532132.0,51219,9.625243361
2017,경남 밀양시,107898.0,26719,24.76320228
2017,경남 거제시,254073.0,22240,8.753389774
2017,경남 양산시,338535.0,38921,11.49689102
2017,경남 의령군,27849.0,9630,34.57933858
2017,경남 함안군,68207.0,14443,21.17524594
2017,경남 창녕군,64101.0,17724,27.65011466
2017,경남 고성군,54060.0,14842,27.45467999
2017,경남 남해군,44642.0,15837,35.47556113
2017,경남 하동군,48831.0,14721,30.14683295
2017,경남 산청군,36340.0,11916,32.7903137
2017,경남 함양군,40175.0,12558,31.25824518
2017,경남 거창군,62763.0,15981,25.46245399
2017,경남 합천군,47000.0,17174,36.54042553
2017,제주특별자치도,657083.0,93117,14.17126908
2017,제주 제주시,478700.0,61653,12.87925632
2017,제주 서귀포시,178383.0,31464,17.63845209
2017,대구 군위군,24215.0,8898,36.74581871
2017,인천 미추홀구,419267.0,60758,14.49148156
2018,서울 종로구,153065.0,26572,17.35994512
2018,서울 중구,125725.0,21750,17.29966196
2018,서울 용산구,228999.0,37212,16.24985262
2018,서울 성동구,308221.0,42629,13.83066047
2018,서울 광진구,355559.0,45432,12.77762622
2018,서울 동대문구,348052.0,56991,16.37427741
2018,서울 중랑구,403209.0,61748,15.31414229
2018,서울 성북구,435868.0,67646,15.51983628
2018,서울 강북구,319164.0,58103,18.2047474
2018,서울 도봉구,339413.0,55926,16.47727105
2018,서울 노원구,543752.0,77032,14.16675249
2018,서울 은평구,483197.0,77263,15.98995855
2018,서울 서대문구,310313.0,50045,16.12726505
2018,서울 마포구,375077.0,50544,13.475633
2018,서울 양천구,464185.0,57941,12.4823077
2018,서울 강서구,596949.0,79445,13.30850709
2018,서울 구로구,404497.0,61105,15.10641612
2018,서울 금천구,233917.0,35354,15.11390792
2018,서울 영등포구,367778.0,54906,14.92911485
2018,서울 동작구,396203.0,59265,14.9582411
2018,서울 관악구,501957.0,71888,14.32154547
2018,서울 서초구,433951.0,54663,12.59658349
2018,서울 강남구,542364.0,66957,12.34539903
2018,서울 송파구,666635.0,81211,12.18222866
2018,서울 강동구,427573.0,58669,13.72139962
2018,부산 중구,42795.0,10380,24.25517
2018,부산 서구,110534.0,25205,22.80293846
2018,부산 동구,86912.0,21407,24.6306609
2018,부산 영도구,120109.0,29072,24.20468075
2018,부산 부산진구,362357.0,64599,17.82744641
2018,부산 동래구,266515.0,44255,16.60506913
2018,부산 남구,279917.0,50151,17.91638236
2018,부산 북구,296952.0,43125,14.5225491
2018,부산 해운대구,409347.0,62825,15.34761462
2018,부산 사하구,327791.0,52805,16.10935017
2018,부산 금정구,242956.0,44382,18.26750523
2018,부산 강서구,122957.0,14090,11.45929065
2018,부산 연제구,207840.0,35526,17.09295612
2018,부산 수영구,176246.0,33784,19.16866198
2018,부산 사상구,223361.0,34306,15.35899284
2018,부산 기장군,164864.0,24049,14.58717488
2018,대구 중구,79401.0,15566,19.6042871
2018,대구 동구,351291.0,61656,17.55126092
2018,대구 서구,184372.0,35821,19.42865511
2018,대구 남구,150501.0,32158,21.36729989
2018,대구 북구,439489.0,56894,12.94548897
2018,대구 수성구,432759.0,61089,14.11617089
2018,대구 달서구,573413.0,70983,12.3790357
2018,대구 달성군,250543.0,28767,11.4818614
2018,인천 중구,122499.0,17482,14.27113691
2018,인천 동구,66233.0,13254,20.01117268
2018,인천 연수구,346359.0,31227,9.015789975
2018,인천 남동구,537161.0,62248,11.58833199
2018,인천 부평구,524640.0,66424,12.66087222
2018,인천 계양구,312680.0,33119,10.59197902
2018,인천 서구,538596.0,49975,9.278754391
2018,인천 강화군,68896.0,21148,30.69554111
2018,인천 옹진군,21036.0,4965,23.60239589
2018,광주 동구,94475.0,20337,21.52632972
2018,광주 서구,304172.0,38468,12.64679195
2018,광주 남구,216369.0,34677,16.02678757
2018,광주 북구,439773.0,58793,13.36894261
2018,광주 광산구,404547.0,34911,8.629652426
2018,대전 동구,229071.0,38664,16.87860969
2018,대전 중구,244421.0,41625,17.03004243
2018,대전 서구,484663.0,54225,11.18818643
2018,대전 유성구,349790.0,29219,8.353297693
2018,대전 대덕구,181991.0,24797,13.62539906
2018,울산 중구,231973.0,29405,12.67604419
2018,울산 남구,330732.0,33804,10.22096441
2018,울산 동구,164642.0,16783,10.19363224
2018,울산 북구,206434.0,14984,7.25849424
2018,울산 울주군,221842.0,28943,13.04667286
2018,경기 수원시,1201166.0,117256,9.761848071
2018,경기 수원시 장안구,286433.0,33177,11.58281343
2018,경기 수원시 권선구,377647.0,36570,9.683646368
2018,경기 수원시 팔달구,180974.0,24591,13.58813973
2018,경기 수원시 영통구,356112.0,22918,6.435615761
2018,경기 성남시,954347.0,120100,12.58452114
2018,경기 성남시 수정구,234133.0,33491,14.30426296
2018,경기 성남시 중원구,224885.0,31039,13.80216555
2018,경기 성남시 분당구,495329.0,55570,11.21880609
2018,경기 의정부시,447026.0,61413,13.73812709
2018,경기 안양시,576831.0,67680,11.7330726
2018,경기 안양시 만안구,251512.0,34215,13.60372467
2018,경기 안양시 동안구,325319.0,33465,10.28682616
2018,경기 부천시,843768.0,97670,11.57545676
2018,경기 광명시,326841.0,39869,12.19828602
2018,경기 평택시,495642.0,58483,11.79944395
2018,경기 동두천시,96226.0,17695,18.38900089
2018,경기 안산시,660343.0,62654,9.488099367
2018,경기 안산시 상록구,356311.0,35379,9.929247203
2018,경기 안산시 단원구,304032.0,27275,8.971095148
2018,경기 고양시,1044189.0,126572,12.12156037
2018,경기 고양시 덕양구,450449.0,60270,13.37998308
2018,경기 고양시 일산동구,296223.0,32983,11.1345169
2018,경기 고양시 일산서구,297517.0,33319,11.19902392
2018,경기 과천시,58142.0,7762,13.35007396
2018,경기 구리시,203553.0,23800,11.69228653
2018,경기 남양주시,681828.0,86681,12.71303027
2018,경기 오산시,220070.0,18589,8.446857818
2018,경기 시흥시,448687.0,37552,8.369308672
2018,경기 군포시,276916.0,31712,11.45184821
2018,경기 의왕시,153932.0,19146,12.43795962
2018,경기 하남시,254415.0,30309,11.91321266
2018,경기 용인시,1035126.0,125066,12.08220062
2018,경기 용인시 처인구,249118.0,33028,13.25797413
2018,경기 용인시 기흥구,427719.0,48858,11.42292019
2018,경기 용인시 수지구,358289.0,43180,12.05172361
2018,경기 파주시,451848.0,57889,12.81160921
2018,경기 이천시,214206.0,27988,13.06592719
2018,경기 안성시,183579.0,29319,15.97078097
2018,경기 김포시,423170.0,48532,11.46867689
2018,경기 화성시,758722.0,63520,8.37197287
2018,경기 광주시,363782.0,42843,11.77710827
2018,경기 양주시,216951.0,31121,14.34471378
2018,경기 포천시,150676.0,26306,17.458653
2018,경기 여주시,111525.0,21959,19.68975566
2018,경기 연천군,44633.0,10611,23.77388927
2018,경기 가평군,62918.0,14802,23.52585905
2018,경기 양평군,116095.0,26902,23.17240191
2018,강원 춘천시,280640.0,45532,16.22434436
2018,강원 원주시,344070.0,47200,13.71813875
2018,강원 강릉시,212957.0,41214,19.35320276
2018,강원 동해시,91272.0,16526,18.10631957
2018,강원 태백시,44858.0,9940,22.15881225
2018,강원 속초시,81682.0,13952,17.08087461
2018,강원 삼척시,68326.0,15481,22.65755349
2018,강원 홍천군,69949.0,16406,23.45423094
2018,강원 횡성군,46726.0,12445,26.63399392
2018,강원 영월군,39730.0,10669,26.8537629
2018,강원 평창군,42610.0,10675,25.05280451
2018,강원 정선군,37700.0,9508,25.22015915
2018,강원 철원군,46413.0,9464,20.39083877
2018,강원 화천군,25084.0,5064,20.18816776
2018,강원 양구군,23408.0,4324,18.47231716
2018,강원 인제군,32136.0,6014,18.71421459
2018,강원 고성군,28144.0,7416,26.35019898
2018,강원 양양군,27347.0,7556,27.6300874
2018,충청 청주시,837749.0,100841,12.03713762
2018,충청 충주시,210504.0,38138,18.11747045
2018,충청 제천시,135386.0,26619,19.66156028
2018,충청 보은군,33680.0,10648,31.6152019
2018,충청 옥천군,51465.0,14123,27.44195084
2018,충청 영동군,49715.0,14373,28.91079151
2018,충청 증평군,37317.0,5846,15.66578235
2018,충청 진천군,78218.0,12395,15.84673605
2018,충청 괴산군,39133.0,12103,30.9278614
2018,충청 음성군,95830.0,18303,19.09944694
2018,충청 단양군,30255.0,8374,27.67806974
2018,충남 천안시,646075.0,63526,9.832604574
2018,충남 천안시 동남구,257978.0,33147,12.84877005
2018,충남 천안시 서북구,388097.0,30379,7.827682255
2018,충남 공주시,107581.0,25546,23.74582872
2018,충남 보령시,101990.0,24116,23.64545544
2018,충남 아산시,312822.0,38206,12.21333538
2018,충남 서산시,174162.0,29878,17.1552922
2018,충남 논산시,120230.0,29161,24.25434584
2018,충남 계룡시,43731.0,4446,10.16670097
2018,충남 당진시,167770.0,28986,17.27722477
2018,충남 금산군,53222.0,15181,28.52391868
2018,충남 부여군,68078.0,21508,31.59317254
2018,충남 서천군,53922.0,18048,33.4705686
2018,충남 청양군,32296.0,10516,32.5613079
2018,충남 홍성군,101082.0,22363,22.12362241
2018,충남 예산군,80083.0,23067,28.80386599
2018,충남 태안군,63238.0,17967,28.41171448
2018,전북 전주시,651091.0,88563,13.60224608
2018,전북 전주시 완산구,345065.0,48608,14.08662136
2018,전북 전주시 덕진구,306026.0,39955,13.0560802
2018,전북 군산시,272645.0,45913,16.83984669
2018,전북 익산시,294062.0,51541,17.52725616
2018,전북 정읍시,112169.0,28804,25.6791092
2018,전북 남원시,82554.0,21444,25.97572498
2018,전북 김제시,85331.0,25257,29.59885622
2018,전북 완주군,94444.0,19780,20.94362797
2018,전북 진안군,25963.0,8435,32.48854139
2018,전북 무주군,24589.0,7715,31.37581846
2018,전북 장수군,23221.0,7198,30.99780371
2018,전북 임실군,30072.0,9770,32.4886938
2018,전북 순창군,29209.0,9279,31.76760587
2018,전북 고창군,57041.0,18076,31.68948651
2018,전북 부안군,54441.0,16635,30.55601477
2018,전남 목포시,232327.0,34821,14.9879265
2018,전남 여수시,283300.0,49609,17.51111896
2018,전남 순천시,279389.0,40542,14.51095068
2018,전남 나주시,113839.0,24658,21.66041515
2018,전남 광양시,156564.0,18319,11.70064638
2018,전남 담양군,46917.0,13816,29.44774815
2018,전남 곡성군,29624.0,10028,33.85093168
2018,전남 구례군,27117.0,8510,31.38252757
2018,전남 고흥군,65777.0,25568,38.87072989
2018,전남 보성군,42803.0,15376,35.9227157
2018,전남 화순군,63933.0,15996,25.01994275
2018,전남 장흥군,39312.0,12611,32.07926333
2018,전남 강진군,36144.0,11828,32.72465693
2018,전남 해남군,71901.0,21811,30.33476586
2018,전남 영암군,54731.0,13835,25.27817873
2018,전남 무안군,81991.0,16599,20.24490493
2018,전남 함평군,33420.0,11421,34.17414722
2018,전남 영광군,54127.0,15045,27.79573965
2018,전남 장성군,45795.0,12936,28.24762529
2018,전남 완도군,51477.0,15734,30.56510675
2018,전남 진도군,31219.0,10111,32.38732823
2018,전남 신안군,41263.0,13958,33.82691515
2018,경북 포항시,510013.0,77024,15.10236014
2018,경북 포항시 남구,239400.0,35780,14.94569758
2018,경북 포항시 북구,270613.0,41244,15.24095295
2018,경북 경주시,256864.0,52504,20.44038869
2018,경북 김천시,141104.0,30318,21.48627962
2018,경북 안동시,162180.0,36850,22.72166728
2018,경북 구미시,421494.0,35432,8.406288108
2018,경북 영주시,106801.0,26341,24.66362675
2018,경북 영천시,101595.0,26844,26.42256017
2018,경북 상주시,100297.0,29100,29.01382893
2018,경북 문경시,71874.0,20324,28.27726299
2018,경북 경산시,261093.0,40066,15.34548992
2018,경북 의성군,52944.0,20570,38.85237232
2018,경북 청송군,25678.0,8957,34.88200016
2018,경북 영양군,17356.0,6084,35.05415994
2018,경북 영덕군,38108.0,13287,34.86669466
2018,경북 청도군,43057.0,15172,35.2370114
2018,경북 고령군,32969.0,9380,28.45096909
2018,경북 성주군,44672.0,13142,29.41887536
2018,경북 칠곡군,118828.0,16692,14.04719426
2018,경북 예천군,53274.0,15876,29.80065323
2018,경북 봉화군,32843.0,11040,33.61446884
2018,경북 울진군,50036.0,13073,26.12718842
2018,경북 울릉군,9832.0,2290,23.29129373
2018,경남 창원시,1053601.0,131613,12.49173074
2018,경남 창원시 의창구,252896.0,28327,11.20104707
2018,경남 창원시 성산구,227337.0,15687,6.900328587
2018,경남 창원시 마산합포구,180535.0,33800,18.72213144
2018,경남 창원시 마산회원구,199457.0,29471,14.7756158
2018,경남 창원시 진해구,193376.0,24328,12.58067185
2018,경남 진주시,345987.0,53260,15.39364196
