"행정구역별(1)",행정구역별(2),2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"행정구역별(1)",행정구역별(2),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명),고령인구비율<br>(A÷B×100) (%),65세이상인구<br>(A) (명),전체인구<br>(B) (명)
"대구광역시",동구,13.4,45927,342092,14.2,48748,343802,14.7,51318,347975,15.3,53511,349728,15.9,55767,351352,16.9,58893,349379,17.6,61656,351291,18.5,64014,345469,19.7,67439,341920,20.6,70449,341436,21.6,73354,339530,22.4,76756,342813
"대구광역시",서구,12.6,27670,220211,13.5,29148,215399,14.6,30708,210770,15.5,31863,206028,16.6,33038,199507,18.1,34758,191992,19.4,35821,184372,21.0,36752,175277,22.6,38587,170700,24.1,39578,164528,25.6,40897,159827,26.2,42936,164088
"대구광역시",남구,15.3,25878,168715,16.4,27208,166062,17.4,28433,163492,18.2,29326,160852,19.2,29974,156433,20.4,31132,152845,21.4,32158,150501,22.3,32987,148113,23.3,34187,146632,24.2,34614,143175,25.1,35590,141519,26.3,36561,139187
"대구광역시",북구,9.5,42526,448485,10.1,44732,444359,10.6,47172,444375,11.1,49129,443119,11.6,51156,440383,12.3,54257,441375,12.9,56894,439489,13.7,60120,437710,14.5,64054,440263,15.4,67236,437008,16.4,70487,430912,17.6,73675,419624
"대구광역시",수성구,10.6,48595,459779,11.1,50962,461004,11.6,52823,456505,12.1,54596,451786,12.6,56431,447011,13.4,58905,439211,14.1,61089,432759,14.8,63474,428614,15.7,66564,424314,16.6,69185,417097,17.5,72078,411553,18.4,75007,407331
"대구광역시",달서구,8.4,51152,606557,8.9,54500,610358,9.5,57576,606433,10.0,60271,602641,10.6,62977,591891,11.6,67033,578068,12.4,70983,573413,13.3,75775,568887,14.4,80646,558631,15.6,84772,544926,16.6,89178,536989,17.8,93762,527781
"대구광역시",달성군,10.3,19033,184366,10.8,19895,184358,11.2,20762,184902,11.5,22226,192747,11.1,24215,218268,11.1,26950,243375,11.5,28767,250543,11.9,30558,256540,12.8,33089,259339,13.5,35530,262451,14.4,38007,263162,15.3,40217,262084
"대구광역시",군위군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.9,10311,22988
"인천광역시",소계,9.4,267059,2843981,9.8,282471,2879782,10.3,297951,2902608,10.7,312905,2925815,11.0,324255,2943069,11.7,345024,2948542,12.3,362675,2954642,13.0,384548,2957026,14.0,411483,2942828,14.8,435431,2948375,15.6,463850,2967314,16.6,497057,2997410
"인천광역시",중구,12.9,12766,98648,13.0,13993,107774,13.3,14878,111929,13.5,15410,114493,13.7,15737,115249,14.1,16643,117999,14.3,17482,122499,14.1,19076,135135,14.7,20531,139729,15.1,21735,143633,15.3,23366,152931,15.7,24912,158958
