사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019010100100057,2019년 1월 1일 03시,화요일,대전광역시 유성구 방현동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,화물,남,36세,경상
2019010100100168,2019년 1월 1일 12시,화요일,대전광역시 동구 가오동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,44세,상해없음,보행자,여,58세,중상
2019010100100188,2019년 1월 1일 13시,화요일,대전광역시 중구 목동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,원동기,남,35세,경상
2019010100100189,2019년 1월 1일 13시,화요일,대전광역시 유성구 구암동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,원동기,남,24세,경상
2019010100100267,2019년 1월 1일 18시,화요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,승용,남,27세,경상
2019010100100268,2019년 1월 1일 18시,화요일,대전광역시 서구 탄방동,경상사고,0,0,3,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,59세,경상,승용,남,29세,경상
2019010100100269,2019년 1월 1일 18시,화요일,대전광역시 유성구 반석동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,서리/결빙,흐림,단일로 - 기타,승용,남,54세,상해없음,이륜,남,22세,부상신고
2019010100100298,2019년 1월 1일 19시,화요일,대전광역시 서구 둔산동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,보행자,남,86세,사망
2019010100100318,2019년 1월 1일 20시,화요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,59세,중상
2019010200100024,2019년 1월 2일 00시,수요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,승용,여,28세,경상
2019010200100025,2019년 1월 2일 00시,수요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,승용,남,34세,경상
2019010200100076,2019년 1월 2일 06시,수요일,대전광역시 대덕구 송촌동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,71세,상해없음,보행자,남,80세,중상
2019010200100077,2019년 1월 2일 06시,수요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,남,68세,경상
