사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023010100100010,2023년 1월 1일 00시,일요일,전라북도 군산시 서수면,경상사고,0,0,2,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,33세,경상
2023010100100025,2023년 1월 1일 01시,일요일,전라북도 전주시 완산구 삼천동1가,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,24세,상해없음,보행자,여,77세,중상
2023010100100051,2023년 1월 1일 03시,일요일,전라북도 군산시 나운동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,기타불명,미분류,기타불명,보행자,여,48세,부상신고
2023010100100079,2023년 1월 1일 07시,일요일,전라북도 군산시 개사동,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,젖음/습기,흐림,단일로 - 기타,승용,남,28세,상해없음,승용,남,44세,부상신고
2023010100100249,2023년 1월 1일 17시,일요일,전라북도 완주군 소양면,중상사고,0,2,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,이륜,남,22세,중상
2023010100100297,2023년 1월 1일 19시,일요일,전라북도 남원시 도통동,중상사고,0,2,0,0,차대사람 - 보도통행중,기타,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,22세,상해없음,보행자,남,77세,중상
2023010100100311,2023년 1월 1일 20시,일요일,전라북도 남원시 죽항동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,자전거,여,62세,경상
2023010100100328,2023년 1월 1일 21시,일요일,전라북도 완주군 구이면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,여,41세,상해없음,개인형이동수단(PM),남,40세,중상
2023010100100341,2023년 1월 1일 22시,일요일,전라북도 전주시 덕진구 중동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,24세,상해없음,승용,남,30세,경상
2023010100100342,2023년 1월 1일 22시,일요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,66세,상해없음,승용,남,37세,경상
2023010100100355,2023년 1월 1일 23시,일요일,전라북도 전주시 덕진구 고랑동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,자전거,남,58세,경상
2023010200100009,2023년 1월 2일 02시,월요일,전라북도 익산시 신동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,19세,상해없음,보행자,남,19세,경상
2023010200100092,2023년 1월 2일 09시,월요일,전라북도 군산시 금동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,73세,상해없음,승용,남,50세,경상
2023010200100138,2023년 1월 2일 11시,월요일,전라북도 완주군 삼례읍,경상사고,0,0,4,3,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,53세,상해없음,승합,남,48세,상해없음
