사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2016010100100012,2016년 1월 1일 00시,금요일,충청북도 청주시 서원구 사창동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,보행자,남,22세,경상
2016010100100013,2016년 1월 1일 00시,금요일,충청북도 충주시 연수동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,기타불명,기타불명,22세,기타불명,원동기,남,19세,경상
2016010100100014,2016년 1월 1일 00시,금요일,충청북도 청주시 흥덕구 강내면,경상사고,0,0,3,0,차량단독 - 공작물충돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,53세,경상,,,,
2016010100100046,2016년 1월 1일 01시,금요일,충청북도 청주시 상당구 금천동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,71세,경상
2016010100100155,2016년 1월 1일 07시,금요일,충청북도 청주시 흥덕구 복대동,중상사고,0,1,0,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,45세,상해없음,승용,남,34세,중상
2016010100100167,2016년 1월 1일 08시,금요일,충청북도 괴산군 연풍면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,경상,화물,남,54세,상해없음
2016010100100175,2016년 1월 1일 09시,금요일,충청북도 충주시 살미면,중상사고,0,1,0,0,차량단독 - 전도전복,안전운전불이행,결빙,흐림,단일로 - 교량,승용,남,27세,중상,,,,
2016010100100262,2016년 1월 1일 14시,금요일,충청북도 단양군 단양읍,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,남,42세,경상
2016010100100263,2016년 1월 1일 14시,금요일,충청북도 청주시 흥덕구 가경동,경상사고,0,0,5,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,71세,상해없음,승용,남,28세,경상
2016010100100264,2016년 1월 1일 14시,금요일,충청북도 청주시 상당구 남일면,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,52세,경상
2016010100100301,2016년 1월 1일 16시,금요일,충청북도 제천시 화산동,중상사고,0,2,2,0,차대차 - 추돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,남,34세,중상
2016010100100302,2016년 1월 1일 16시,금요일,충청북도 보은군 탄부면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,농기계,남,69세,상해없음,승용,여,58세,중상
2016010100100325,2016년 1월 1일 17시,금요일,충청북도 충주시 목행동,경상사고,0,0,3,1,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로부근,승용,남,58세,부상신고,승용,남,44세,경상
2016010100100326,2016년 1월 1일 17시,금요일,충청북도 충주시 중앙탑면,중상사고,0,1,1,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,화물,남,53세,경상
2016010100100358,2016년 1월 1일 18시,금요일,충청북도 충주시 연수동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,22세,상해없음,보행자,남,76세,경상
