사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023010100100095,2023년 1월 1일 08시,일요일,제주특별자치도 서귀포시 성산읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,승용,여,26세,상해없음,보행자,남,60세,중상
2023010100100273,2023년 1월 1일 18시,일요일,제주특별자치도 서귀포시 토평동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,화물,남,73세,경상
2023010100100301,2023년 1월 1일 19시,일요일,제주특별자치도 제주시 용담일동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,17세,상해없음,보행자,여,58세,경상
2023010100100302,2023년 1월 1일 19시,일요일,제주특별자치도 제주시 노형동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,이륜,남,24세,상해없음,이륜,남,34세,경상
2023010200100003,2023년 1월 2일 00시,월요일,제주특별자치도 제주시 한림읍,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,56세,상해없음,보행자,남,26세,중상
2023010200100029,2023년 1월 2일 06시,월요일,제주특별자치도 서귀포시 하원동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,승용,여,61세,중상
2023010200100046,2023년 1월 2일 07시,월요일,제주특별자치도 제주시 영평동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,여,55세,경상
2023010200100070,2023년 1월 2일 08시,월요일,제주특별자치도 서귀포시 서호동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,여,59세,상해없음,승용,여,46세,상해없음
2023010200100120,2023년 1월 2일 10시,월요일,제주특별자치도 제주시 조천읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,39세,상해없음,보행자,여,80세,중상
2023010200100141,2023년 1월 2일 11시,월요일,제주특별자치도 제주시 용담일동,중상사고,0,1,0,0,차대차 - 추돌,안전거리미확보,기타,기타,단일로 - 기타,이륜,남,75세,중상,승용,남,35세,상해없음
2023010200100142,2023년 1월 2일 11시,월요일,제주특별자치도 서귀포시 상효동,경상사고,0,0,3,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,46세,경상
2023010200100143,2023년 1월 2일 11시,월요일,제주특별자치도 제주시 노형동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,승용,남,69세,경상
2023010200100166,2023년 1월 2일 12시,월요일,제주특별자치도 제주시 연동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,승용,남,34세,경상
2023010200100193,2023년 1월 2일 13시,월요일,제주특별자치도 서귀포시 남원읍,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,화물,남,32세,경상
2023010200100252,2023년 1월 2일 15시,월요일,제주특별자치도 서귀포시 동홍동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,86세,부상신고,승용,여,57세,상해없음
2023010200100315,2023년 1월 2일 17시,월요일,제주특별자치도 제주시 용담이동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,63세,기타불명,승용,남,43세,경상
2023010300100105,2023년 1월 3일 08시,화요일,제주특별자치도 서귀포시 안덕면,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,화물,남,42세,상해없음,승용,남,24세,경상
2023010300100208,2023년 1월 3일 12시,화요일,제주특별자치도 제주시 아라이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,승용,여,61세,경상
2023010300100235,2023년 1월 3일 13시,화요일,제주특별자치도 제주시 용담이동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,승용,남,38세,경상
2023010300100330,2023년 1월 3일 16시,화요일,제주특별자치도 제주시 도련일동,중상사고,0,2,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,71세,중상,승용,여,40세,중상
2023010300100358,2023년 1월 3일 17시,화요일,제주특별자치도 서귀포시 남원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,41세,경상,승용,남,57세,상해없음
